rssi,rsrp,rsrq,rssnr,mPci,mEarfcn,Cell_mPci,Cell_rssi,Cell_rsrp,Cell_rsrq,epoch
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079835.919076
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079836.210048
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079836.501026
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079836.790637
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079837.071300
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079837.355975
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079837.643455
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079837.925656
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079838.209519
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079838.514606
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079838.810962
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079839.115157
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079839.433697
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079839.733644
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079840.020697
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079840.270353
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079840.537768
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079840.830938
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079841.116427
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079841.407725
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079841.694108
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079841.983969
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079842.278746
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079842.564891
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079842.854839
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079843.139450
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079843.419776
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079843.725103
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079844.009197
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079844.307233
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079844.598116
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079844.886647
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079845.145332
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079845.447852
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079845.762991
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079846.062716
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079846.353811
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079846.679452
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079846.997414
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079847.286412
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079847.577705
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079847.877413
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079848.171285
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079848.449190
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079848.736818
-51,-74,-10,27,423,66536,423,-51,-74,-9,1688079849.021750
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079849.318432
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079849.605217
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079849.909205
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079850.168973
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079850.427753
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079850.707590
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079851.005659
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079851.296338
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079851.579375
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079851.864771
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079852.151613
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079852.449859
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079852.741769
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079853.027853
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079853.326505
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079853.611636
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079853.888493
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079854.202699
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079854.513296
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079854.811831
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079855.082027
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079855.336616
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079855.622577
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079855.912497
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079856.212258
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079856.505503
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079856.799112
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079857.106095
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079857.408387
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079857.715798
-55,-81,-9,26,423,66536,423,-51,-74,-9,1688079858.019780
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079858.328542
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079858.635541
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079858.945628
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079859.258957
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079859.569420
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079859.859754
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079860.142007
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079860.413976
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079860.705251
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079861.008969
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079861.312844
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079861.613830
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079861.912973
-55,-84,-9,22,423,66536,423,-51,-74,-9,1688079862.211536
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079862.510591
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079862.830890
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079863.117404
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079863.427343
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079863.729079
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079864.033535
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079864.322180
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079864.609135
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079864.920448
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079865.193304
-51,-82,-11,22,423,66536,423,-51,-74,-9,1688079865.472787
-55,-82,-9,24,423,66536,423,-51,-74,-9,1688079865.759833
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079866.049533
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079866.350678
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079866.647814
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079866.950774
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079867.244082
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079867.538885
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079867.830202
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079868.120071
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079868.401564
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079868.699451
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079869.006257
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079869.318011
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079869.614909
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079869.910053
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079870.170243
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079870.439749
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079870.739688
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079871.029135
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079871.330258
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079871.617061
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079871.922559
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079872.212220
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079872.509530
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079872.801503
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079873.091498
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079873.400688
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079873.699394
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079874.001248
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079874.285650
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079874.583007
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079874.871903
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079875.128579
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079875.386507
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079875.666993
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079875.974224
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079876.255931
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079876.554478
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079876.845113
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079877.132863
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079877.428638
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079877.726698
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079878.018226
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079878.344908
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079878.645844
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079878.944759
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079879.252847
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079879.543484
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079879.837561
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079880.101236
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079880.354830
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079880.637703
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079880.927703
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079881.232961
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079881.533588
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079881.839516
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079882.142480
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079882.435695
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079882.718295
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079883.014844
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079883.330881
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079883.626615
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079883.925347
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079884.209168
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079884.491934
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079884.784587
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079885.061955
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079885.322794
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079885.606923
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079885.923855
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079886.216839
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079886.517546
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079886.808417
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079887.093686
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079887.381154
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079887.682180
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079887.973167
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079888.263049
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079888.565327
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079888.881355
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079889.167742
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079889.460357
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079889.770182
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079890.053335
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079890.323450
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079890.612526
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079890.917585
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079891.238710
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079891.526065
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079891.817132
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079892.104704
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079892.414388
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079892.713159
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079892.993058
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079893.297214
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079893.594090
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079893.877861
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079894.176417
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079894.459815
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079894.765400
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079895.073049
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079895.328786
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079895.634304
-55,-82,-9,24,423,66536,423,-55,-85,-9,1688079895.937477
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079896.244956
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079896.544273
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079896.853880
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079897.160614
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079897.439864
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079897.735293
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079898.049087
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079898.339687
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079898.649164
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079898.962421
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079899.249179
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079899.525395
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079899.814963
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079900.081346
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079900.353805
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079900.651702
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079900.934326
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079901.193322
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079901.473846
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079901.778915
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079902.085985
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079902.384824
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079902.688766
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079902.980658
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079903.266804
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079903.586513
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079903.896496
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079904.193051
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079904.487128
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079904.788426
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079905.075187
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079905.330441
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079905.614893
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079905.914962
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079906.210495
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079906.517090
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079906.823366
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079907.103434
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079907.391135
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079907.704557
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079908.010012
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079908.328309
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079908.637905
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079908.937612
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079909.224567
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079909.531669
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079909.826667
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079910.100324
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079910.369795
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079910.670906
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079910.971941
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079911.266111
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079911.582672
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079911.894926
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079912.192563
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079912.497143
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079912.792337
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079913.086233
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079913.385416
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079913.690057
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079913.998306
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079914.292121
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079914.573823
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079914.864755
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079915.126124
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079915.398586
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079915.701814
-55,-82,-9,24,423,66536,423,-55,-82,-8,1688079916.000478
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079916.294058
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079916.596375
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079916.891563
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079917.184446
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079917.487187
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079917.800456
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079918.102686
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079918.411393
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079918.741738
-55,-83,-11,22,423,66536,423,-55,-82,-8,1688079919.046015
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079919.379456
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079919.663555
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079919.964567
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079920.216342
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079920.495472
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079920.805797
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079921.097415
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079921.404991
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079921.699555
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079922.009776
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079922.303481
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079922.610346
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079922.903477
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079923.197632
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079923.506785
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079923.832785
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079924.114832
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079924.413663
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079924.705138
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079925.006658
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079925.282659
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079925.568674
-53,-83,-8,22,423,66536,423,-55,-82,-8,1688079925.859537
-53,-83,-8,22,423,66536,423,-53,-81,-10,1688079926.138165
-53,-83,-8,22,423,66536,423,-53,-81,-10,1688079926.430478
-53,-83,-8,22,423,66536,423,-53,-81,-10,1688079926.720064
-53,-83,-8,22,423,66536,423,-53,-81,-10,1688079927.008965
-53,-83,-8,22,423,66536,423,-53,-81,-10,1688079927.308925
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079927.597439
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079927.900620
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079928.196573
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079928.500511
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079928.798026
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079929.091410
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079929.398113
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079929.709476
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079929.998928
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079930.248713
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079930.518076
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079930.812779
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079931.104654
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079931.397539
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079931.683227
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079931.978214
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079932.266354
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079932.567797
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079932.876726
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079933.181289
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079933.478489
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079933.768925
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079934.065368
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079934.350568
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079934.660159
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079934.968697
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079935.231917
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079935.510649
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079935.794708
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079936.076596
-53,-82,-11,25,423,66536,423,-53,-81,-10,1688079936.364872
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079936.650735
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079936.946881
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079937.233895
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079937.523654
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079937.832125
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079938.123948
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079938.420575
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079938.738973
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079939.040094
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079939.331927
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079939.630796
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079939.941034
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079940.221982
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079940.502094
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079940.791544
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079941.080332
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079941.371472
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079941.682411
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079941.973339
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079942.265973
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079942.583517
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079942.878327
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079943.173094
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079943.456199
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079943.769384
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079944.060383
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079944.351616
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079944.661290
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079944.940316
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079945.188835
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079945.497592
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079945.792466
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079946.077841
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079946.370246
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079946.661043
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079946.974950
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079947.265209
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079947.526258
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079947.824678
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079948.118498
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079948.437138
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079948.680235
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079948.942980
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079949.257253
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079949.543285
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079949.840574
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079950.113125
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079950.367090
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079950.652467
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079950.944785
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079951.227830
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079951.516907
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079951.806719
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079952.110862
-51,-77,-9,25,423,66536,423,-53,-81,-10,1688079952.398826
