Time,src,dst,length,ttl,Type,RTT,Time,lat,lon,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,mPci,mEarfcn,rssi,rsrp,rsrq,
1684959180,172.217.14.68,10.215.173.1,132,64,0,,1684959184,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959181,10.215.173.1,172.217.14.68,132,64,8,,1684959184,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959181,172.217.14.68,10.215.173.1,132,64,0,37.673,1684959185,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959182,10.215.173.1,172.217.14.68,132,64,8,,1684959185,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959182,172.217.14.68,10.215.173.1,132,64,0,36.434,1684959185,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959183,10.215.173.1,172.217.14.68,132,64,8,,1684959186,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959183,172.217.14.68,10.215.173.1,132,64,0,44.78,1684959186,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959184,10.215.173.1,172.217.14.68,132,64,8,,1684959186,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959184,172.217.14.68,10.215.173.1,132,64,0,42.186,1684959187,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959185,10.215.173.1,172.217.14.68,132,64,8,,1684959187,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959185,172.217.14.68,10.215.173.1,132,64,0,41.502,1684959187,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-69,-7,
1684959186,10.215.173.1,172.217.14.68,132,64,8,,1684959188,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-70,-7,
1684959186,172.217.14.68,10.215.173.1,132,64,0,40.69,1684959188,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-70,-7,
1684959187,10.215.173.1,172.217.14.68,132,64,8,,1684959188,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-70,-7,
1684959187,172.217.14.68,10.215.173.1,132,64,0,46.442,1684959189,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-70,-7,
1684959188,10.215.173.1,172.217.14.68,132,64,8,,1684959189,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-8,28,5,423,975,-51,-70,-7,
1684959188,172.217.14.68,10.215.173.1,132,64,0,38.058,1684959190,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959189,10.215.173.1,172.217.14.68,132,64,8,,1684959190,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959189,172.217.14.68,10.215.173.1,132,64,0,34.333,1684959190,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959190,10.215.173.1,172.217.14.68,132,64,8,,1684959191,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959190,172.217.14.68,10.215.173.1,132,64,0,50.625,1684959191,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959191,10.215.173.1,172.217.14.68,132,64,8,,1684959192,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959191,172.217.14.68,10.215.173.1,132,64,0,42.901,1684959192,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959192,10.215.173.1,172.217.14.68,132,64,8,,1684959193,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-70,-7,
1684959192,172.217.14.68,10.215.173.1,132,64,0,41.752,1684959194,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959193,10.215.173.1,172.217.14.68,132,64,8,,1684959194,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959193,172.217.14.68,10.215.173.1,132,64,0,39.506,1684959195,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959194,10.215.173.1,172.217.14.68,132,64,8,,1684959195,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959194,172.217.14.68,10.215.173.1,132,64,0,38.464,1684959196,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959195,10.215.173.1,172.217.14.68,132,64,8,,1684959196,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959195,172.217.14.68,10.215.173.1,132,64,0,37.681,1684959197,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-68,-7,
1684959196,10.215.173.1,172.217.14.68,132,64,8,,1684959197,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959196,172.217.14.68,10.215.173.1,132,64,0,34.876,1684959197,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959197,10.215.173.1,172.217.14.68,132,64,8,,1684959198,40.493894,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959197,172.217.14.68,10.215.173.1,132,64,0,42.766,1684959198,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959198,10.215.173.1,172.217.14.68,132,64,8,,1684959199,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959198,172.217.14.68,10.215.173.1,132,64,0,40.997,1684959199,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959199,10.215.173.1,172.217.14.68,132,64,8,,1684959200,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959199,172.217.14.68,10.215.173.1,132,64,0,40.425,1684959200,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959200,10.215.173.1,172.217.14.68,132,64,8,,1684959201,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959200,172.217.14.68,10.215.173.1,132,64,0,39.109,1684959201,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959201,10.215.173.1,172.217.14.68,132,64,8,,1684959202,40.493894,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959201,172.217.14.68,10.215.173.1,132,64,0,47.18,1684959202,40.493896,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959202,10.215.173.1,172.217.14.68,132,64,8,,1684959202,40.493896,-111.865829,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-68,-7,
1684959202,172.217.14.68,10.215.173.1,132,64,0,38.389,1684959203,40.4939,-111.865825,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,29,5,423,975,-51,-71,-8,
1684959203,10.215.173.1,172.217.14.68,132,64,8,,1684959203,40.4939,-111.865825,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-72,-8,22,5,423,975,-51,-71,-8,
1684959203,172.217.14.68,10.215.173.1,132,64,0,63.561,1684959204,40.493908,-111.865821,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-72,-8,22,5,423,975,-51,-71,-8,
1684959204,10.215.173.1,172.217.14.68,132,64,8,,1684959205,40.493908,-111.865821,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-74,-7,19,5,423,975,-51,-71,-8,
1684959204,172.217.14.68,10.215.173.1,132,64,0,57.715,1684959205,40.493925,-111.865815,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-74,-7,19,5,423,975,-51,-71,-8,
1684959205,10.215.173.1,172.217.14.68,132,64,8,,1684959205,40.493925,-111.865815,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-74,-7,19,5,423,975,-51,-71,-8,
1684959205,172.217.14.68,10.215.173.1,132,64,0,53.086,1684959206,40.493934,-111.865816,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-66,-7,26,5,423,975,-51,-71,-8,
1684959206,10.215.173.1,172.217.14.68,132,64,8,,1684959207,40.493934,-111.865816,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-66,-7,26,5,423,975,-51,-71,-8,
1684959206,172.217.14.68,10.215.173.1,132,64,0,68.188,1684959207,40.493937,-111.865819,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-66,-7,26,5,423,975,-51,-71,-8,
1684959207,10.215.173.1,172.217.14.68,132,64,8,,1684959207,40.493931,-111.86582,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-66,-7,26,5,423,975,-51,-71,-8,
1684959207,172.217.14.68,10.215.173.1,132,64,0,60.734,1684959208,40.493925,-111.86582,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-71,-6,
1684959208,10.215.173.1,172.217.14.68,132,64,8,,1684959208,40.493925,-111.86582,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-71,-6,
1684959208,172.217.14.68,10.215.173.1,132,64,0,35.877,1684959209,40.493916,-111.865822,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-71,-6,
1684959209,10.215.173.1,172.217.14.68,132,64,8,,1684959209,40.493916,-111.865822,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-71,-6,
1684959209,172.217.14.68,10.215.173.1,132,64,0,44.117,1684959210,40.493913,-111.865823,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-7,28,5,423,975,-51,-71,-6,
1684959210,10.215.173.1,172.217.14.68,132,64,8,,1684959211,40.493916,-111.865823,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-71,-6,
1684959210,172.217.14.68,10.215.173.1,132,64,0,43.231,1684959211,40.493917,-111.865823,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-71,-6,
1684959211,10.215.173.1,172.217.14.68,132,64,8,,1684959212,40.493917,-111.865823,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-71,-6,
1684959211,172.217.14.68,10.215.173.1,132,64,0,74.415,1684959212,40.49392,-111.865824,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-71,-6,
1684959212,10.215.173.1,172.217.14.68,132,64,8,,1684959213,40.493924,-111.865824,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-71,-6,
1684959212,172.217.14.68,10.215.173.1,132,64,0,40.449,1684959213,40.493927,-111.865825,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-68,-8,28,5,423,975,-51,-65,-7,
1684959213,10.215.173.1,172.217.14.68,132,64,8,,1684959214,40.493927,-111.865825,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959213,172.217.14.68,10.215.173.1,132,64,0,37.063,1684959214,40.493925,-111.865827,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959214,10.215.173.1,172.217.14.68,132,64,8,,1684959215,40.493922,-111.86583,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959214,172.217.14.68,10.215.173.1,132,64,0,36.164,1684959215,40.493923,-111.865834,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959215,10.215.173.1,172.217.14.68,132,64,8,,1684959216,40.493923,-111.865834,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959215,172.217.14.68,10.215.173.1,132,64,0,44.26,1684959216,40.493924,-111.865839,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959216,10.215.173.1,172.217.14.68,132,64,8,,1684959216,40.493924,-111.865839,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-67,-8,28,5,423,975,-51,-65,-7,
1684959216,172.217.14.68,10.215.173.1,132,64,0,42.905,1684959217,40.493925,-111.865847,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-63,-8,30,5,423,975,-51,-65,-7,
1684959217,10.215.173.1,172.217.14.68,132,64,8,,1684959218,40.493925,-111.865847,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-63,-8,30,5,423,975,-51,-65,-7,
1684959217,172.217.14.68,10.215.173.1,132,64,0,41.638,1684959218,40.493928,-111.865846,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-63,-8,30,5,423,975,-51,-70,-7,
1684959218,10.215.173.1,172.217.14.68,132,64,8,,1684959218,40.493928,-111.865846,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-63,-8,30,5,423,975,-51,-70,-7,
1684959218,172.217.14.68,10.215.173.1,132,64,0,39.043,1684959219,40.493923,-111.865847,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-75,-8,24,5,423,975,-51,-70,-7,
1684959219,10.215.173.1,172.217.14.68,132,64,8,,1684959219,40.493923,-111.865847,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-75,-8,24,5,423,975,-51,-70,-7,
1684959219,172.217.14.68,10.215.173.1,132,64,0,36.571,1684959220,40.493922,-111.86585,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-75,-8,24,5,423,975,-51,-70,-7,
1684959220,10.215.173.1,172.217.14.68,132,64,8,,1684959221,40.493922,-111.86585,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-75,-8,24,5,423,975,-51,-70,-7,
1684959220,172.217.14.68,10.215.173.1,132,64,0,44.035,1684959221,40.493921,-111.865851,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-75,-8,24,5,423,975,-51,-70,-7,
1684959221,10.215.173.1,172.217.14.68,132,64,8,,1684959222,40.493921,-111.865851,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-70,-7,
1684959221,172.217.14.68,10.215.173.1,132,64,0,45.06,1684959222,40.493922,-111.865854,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-70,-7,
1684959222,10.215.173.1,172.217.14.68,132,64,8,,1684959223,40.493922,-111.865854,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-70,-7,
1684959222,172.217.14.68,10.215.173.1,132,64,0,43.288,1684959223,40.493924,-111.865856,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959223,10.215.173.1,172.217.14.68,132,64,8,,1684959224,40.493926,-111.865857,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959223,172.217.14.68,10.215.173.1,132,64,0,58.435,1684959224,40.49392,-111.865857,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959224,10.215.173.1,172.217.14.68,132,64,8,,1684959225,40.49392,-111.865857,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959224,172.217.14.68,10.215.173.1,132,64,0,39.795,1684959225,40.493917,-111.865858,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959225,10.215.173.1,172.217.14.68,132,64,8,,1684959226,40.493917,-111.865858,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959225,172.217.14.68,10.215.173.1,132,64,0,40.439,1684959226,40.493918,-111.865859,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959226,10.215.173.1,172.217.14.68,132,64,8,,1684959227,40.493918,-111.865859,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959226,172.217.14.68,10.215.173.1,132,64,0,35.953,1684959227,40.493918,-111.865861,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959227,10.215.173.1,172.217.14.68,132,64,8,,1684959227,40.493918,-111.865861,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-70,-8,27,5,423,975,-51,-71,-8,
1684959227,172.217.14.68,10.215.173.1,132,64,0,41.797,1684959228,40.49392,-111.865863,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,27,5,423,975,-51,-71,-8,
1684959228,10.215.173.1,172.217.14.68,132,64,8,,1684959229,40.49392,-111.865863,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,27,5,423,975,-51,-71,-8,
1684959228,172.217.14.68,10.215.173.1,132,64,0,43.508,1684959229,40.493922,-111.865866,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,27,5,423,975,-51,-71,-8,
1684959229,10.215.173.1,172.217.14.68,132,64,8,,1684959229,40.493922,-111.865866,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,27,5,423,975,-51,-71,-8,
1684959229,172.217.14.68,10.215.173.1,132,64,0,41.844,1684959230,40.493924,-111.865869,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,27,5,423,975,-51,-71,-8,
1684959230,10.215.173.1,172.217.14.68,132,64,8,,1684959230,40.493924,-111.865869,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-71,-8,
1684959230,172.217.14.68,10.215.173.1,132,64,0,42.38,1684959231,40.493923,-111.86587,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-71,-8,
1684959231,10.215.173.1,172.217.14.68,132,64,8,,1684959231,40.493924,-111.865871,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-71,-8,
1684959231,172.217.14.68,10.215.173.1,132,64,0,36.424,1684959232,40.493924,-111.865871,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-71,-8,
1684959232,10.215.173.1,172.217.14.68,132,64,8,,1684959233,40.493924,-111.865871,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-71,-8,
1684959232,172.217.14.68,10.215.173.1,132,64,0,52.579,1684959233,40.493924,-111.865872,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-75,-9,
1684959233,10.215.173.1,172.217.14.68,132,64,8,,1684959234,40.493925,-111.865873,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-75,-9,
1684959233,172.217.14.68,10.215.173.1,132,64,0,44.362,1684959234,40.493919,-111.86587,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-77,-8,25,5,423,975,-51,-75,-9,
1684959234,10.215.173.1,172.217.14.68,132,64,8,,1684959235,40.493919,-111.86587,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959234,172.217.14.68,10.215.173.1,132,64,0,58.642,1684959235,40.493915,-111.865866,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959235,10.215.173.1,172.217.14.68,132,64,8,,1684959236,40.493915,-111.865866,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959235,172.217.14.68,10.215.173.1,132,64,0,41.176,1684959236,40.493918,-111.865862,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959236,10.215.173.1,172.217.14.68,132,64,8,,1684959237,40.493918,-111.865862,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959236,172.217.14.68,10.215.173.1,132,64,0,39.182,1684959237,40.493919,-111.865858,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959237,10.215.173.1,172.217.14.68,132,64,8,,1684959238,40.493919,-111.865858,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-75,-9,
1684959237,172.217.14.68,10.215.173.1,132,64,0,38.107,1684959238,40.493923,-111.865852,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-72,-8,
1684959238,10.215.173.1,172.217.14.68,132,64,8,,1684959239,40.493926,-111.865849,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-69,-8,27,5,423,975,-51,-72,-8,
1684959238,172.217.14.68,10.215.173.1,132,64,0,35.304,1684959239,40.493924,-111.865848,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-80,-7,15,5,423,975,-51,-72,-8,
1684959239,10.215.173.1,172.217.14.68,132,64,8,,1684959240,40.493924,-111.865848,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-80,-7,15,5,423,975,-51,-72,-8,
1684959239,172.217.14.68,10.215.173.1,132,64,0,45.048,1684959240,40.493923,-111.865846,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-80,-7,15,5,423,975,-51,-72,-8,
1684959240,10.215.173.1,172.217.14.68,132,64,8,,1684959241,40.493923,-111.865846,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-51,-72,-8,
1684959240,172.217.14.68,10.215.173.1,132,64,0,51.749,1684959241,40.493926,-111.865843,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-51,-72,-8,
1684959241,10.215.173.1,172.217.14.68,132,64,8,,1684959242,40.493926,-111.865843,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-51,-72,-8,
1684959241,172.217.14.68,10.215.173.1,132,64,0,42.018,1684959242,40.493928,-111.865842,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-51,-72,-8,
1684959242,10.215.173.1,172.217.14.68,132,64,8,,1684959243,40.493928,-111.865842,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-51,-72,-8,
1684959242,172.217.14.68,10.215.173.1,132,64,0,55.62,1684959243,40.493928,-111.865841,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-55,-75,-7,
1684959243,10.215.173.1,172.217.14.68,132,64,8,,1684959244,40.493928,-111.865841,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-55,-75,-7,15,5,423,975,-55,-75,-7,
1684959243,172.217.14.68,10.215.173.1,132,64,0,38.498,1684959244,40.493933,-111.86584,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
1684959244,10.215.173.1,172.217.14.68,132,64,8,,1684959245,40.493933,-111.86584,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
1684959244,172.217.14.68,10.215.173.1,132,64,0,45.527,1684959245,40.493935,-111.865837,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
1684959245,10.215.173.1,172.217.14.68,132,64,8,,1684959246,40.493935,-111.865837,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
1684959245,172.217.14.68,10.215.173.1,132,64,0,44.563,1684959246,40.493936,-111.865834,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
1684959246,10.215.173.1,172.217.14.68,132,64,8,,1684959247,40.493937,-111.865832,0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-57,-80,-7,14,5,423,975,-55,-75,-7,
