Pkt_no,Time,src,dst,length,ttl,Type,RTT,lat,lon,mPci,mEarfcn,rssi,rsrp,rsrq,rssnr,lteLevel,Cell_mPci,Cell_rssi,Cell_rsrp,Cell_rsrq
5313,1685652571.254589000,142.250.72.164,10.215.173.1,132,64,0,45.476,40.493834,-111.865850,423,66536,-53,-83,-9,24,5,423,-51,-76,-8
5314,1685652572.210634000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-83,-9,24,5,423,-51,-76,-8
5315,1685652572.254828000,142.250.72.164,10.215.173.1,132,64,0,44.194,40.493834,-111.865850,423,66536,-53,-83,-9,24,5,423,-51,-76,-8
5316,1685652573.212539000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-83,-9,24,5,423,-51,-76,-8
5317,1685652573.254731000,142.250.72.164,10.215.173.1,132,64,0,42.192,40.493834,-111.865850,423,66536,-53,-83,-9,24,5,423,-51,-76,-8
5318,1685652574.214454000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5319,1685652574.254695000,142.250.72.164,10.215.173.1,132,64,0,40.241,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5320,1685652575.215771000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5321,1685652575.254739000,142.250.72.164,10.215.173.1,132,64,0,38.968,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5322,1685652576.217776000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5323,1685652576.254805000,142.250.72.164,10.215.173.1,132,64,0,37.029,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5324,1685652577.218979000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5325,1685652577.262648000,142.250.72.164,10.215.173.1,132,64,0,43.669,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5326,1685652578.221245000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5327,1685652578.264593000,142.250.72.164,10.215.173.1,132,64,0,43.348,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5328,1685652579.221998000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5329,1685652579.264413000,142.250.72.164,10.215.173.1,132,64,0,42.415,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5330,1685652580.223680000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5331,1685652580.264496000,142.250.72.164,10.215.173.1,132,64,0,40.816,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5332,1685652581.225118000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5333,1685652581.264498000,142.250.72.164,10.215.173.1,132,64,0,39.38,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5334,1685652582.226792000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5335,1685652582.263397000,142.250.72.164,10.215.173.1,132,64,0,36.605,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5336,1685652583.228629000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5337,1685652583.264332000,142.250.72.164,10.215.173.1,132,64,0,35.703,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5338,1685652584.230089000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5339,1685652584.274538000,142.250.72.164,10.215.173.1,132,64,0,44.449,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5340,1685652585.231843000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5341,1685652585.264207000,142.250.72.164,10.215.173.1,132,64,0,32.364,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5342,1685652586.233129000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5343,1685652586.274542000,142.250.72.164,10.215.173.1,132,64,0,41.413,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5344,1685652587.234634000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5345,1685652587.274473000,142.250.72.164,10.215.173.1,132,64,0,39.839,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5346,1685652588.235868000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5347,1685652588.289413000,142.250.72.164,10.215.173.1,132,64,0,53.545,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5348,1685652589.238340000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5349,1685652589.274502000,142.250.72.164,10.215.173.1,132,64,0,36.162,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5350,1685652590.239577000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5351,1685652590.284389000,142.250.72.164,10.215.173.1,132,64,0,44.812,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5352,1685652591.240419000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5353,1685652591.284345000,142.250.72.164,10.215.173.1,132,64,0,43.926,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5354,1685652592.242084000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-81,-8,24,5,423,-51,-76,-8
5355,1685652592.290291000,142.250.72.164,10.215.173.1,132,64,0,48.207,40.493834,-111.865850,423,66536,-51,-82,-9,23,5,423,-51,-76,-8
5356,1685652593.243826000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-9,23,5,423,-51,-76,-8
5357,1685652593.283479000,142.250.72.164,10.215.173.1,132,64,0,39.653,40.493834,-111.865850,423,66536,-51,-82,-9,23,5,423,-51,-76,-8
5358,1685652594.245721000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5359,1685652594.284260000,142.250.72.164,10.215.173.1,132,64,0,38.539,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5360,1685652595.247224000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5361,1685652595.284336000,142.250.72.164,10.215.173.1,132,64,0,37.112,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5362,1685652596.248491000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5363,1685652596.284276000,142.250.72.164,10.215.173.1,132,64,0,35.785,40.493834,-111.865850,423,66536,-53,-82,-9,22,5,423,-51,-76,-8
5364,1685652597.250392000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
5365,1685652597.294178000,142.250.72.164,10.215.173.1,132,64,0,43.786,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
5366,1685652598.251887000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
5367,1685652598.294750000,142.250.72.164,10.215.173.1,132,64,0,42.863,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
5368,1685652599.253056000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
5369,1685652599.294595000,142.250.72.164,10.215.173.1,132,64,0,41.539,40.493834,-111.865850,423,66536,-53,-81,-9,23,5,423,-51,-76,-8
5370,1685652600.255362000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5371,1685652600.294468000,142.250.72.164,10.215.173.1,132,64,0,39.106,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5372,1685652601.256325000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5373,1685652601.295213000,142.250.72.164,10.215.173.1,132,64,0,38.888,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5374,1685652602.258410000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5375,1685652602.294627000,142.250.72.164,10.215.173.1,132,64,0,36.217,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5376,1685652603.260132000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5377,1685652603.304550000,142.250.72.164,10.215.173.1,132,64,0,44.418,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5378,1685652604.262087000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5379,1685652604.305016000,142.250.72.164,10.215.173.1,132,64,0,42.929,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5380,1685652605.263772000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5381,1685652605.304328000,142.250.72.164,10.215.173.1,132,64,0,40.556,40.493834,-111.865850,423,66536,-53,-81,-8,23,5,423,-51,-76,-8
5382,1685652606.265399000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-8,24,5,423,-51,-76,-8
5383,1685652606.304471000,142.250.72.164,10.215.173.1,132,64,0,39.072,40.493834,-111.865850,423,66536,-51,-82,-8,24,5,423,-51,-76,-8
5384,1685652607.266812000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-8,24,5,423,-51,-76,-8
5385,1685652607.322604000,142.250.72.164,10.215.173.1,132,64,0,55.792,40.493834,-111.865850,423,66536,-51,-82,-8,24,5,423,-51,-76,-8
5386,1685652608.268166000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-8,24,5,423,-51,-76,-8
5387,1685652608.305211000,142.250.72.164,10.215.173.1,132,64,0,37.045,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5388,1685652609.269657000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5389,1685652609.313115000,142.250.72.164,10.215.173.1,132,64,0,43.458,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5390,1685652610.271775000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5391,1685652610.308216000,142.250.72.164,10.215.173.1,132,64,0,36.441,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5392,1685652611.273540000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5393,1685652611.330335000,142.250.72.164,10.215.173.1,132,64,0,56.795,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5394,1685652612.275333000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5395,1685652612.315253000,142.250.72.164,10.215.173.1,132,64,0,39.92,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5396,1685652613.277070000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5397,1685652613.314634000,142.250.72.164,10.215.173.1,132,64,0,37.564,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5398,1685652614.279326000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5399,1685652614.328733000,142.250.72.164,10.215.173.1,132,64,0,49.407,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5400,1685652615.281348000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,24,5,423,-51,-76,-8
5401,1685652615.323433000,142.250.72.164,10.215.173.1,132,64,0,42.085,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5402,1685652616.282898000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5403,1685652616.324306000,142.250.72.164,10.215.173.1,132,64,0,41.408,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5404,1685652617.284176000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5405,1685652617.323480000,142.250.72.164,10.215.173.1,132,64,0,39.304,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5406,1685652618.286247000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5407,1685652618.324613000,142.250.72.164,10.215.173.1,132,64,0,38.366,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5408,1685652619.287386000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5409,1685652619.324683000,142.250.72.164,10.215.173.1,132,64,0,37.297,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5410,1685652620.288624000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5411,1685652620.334728000,142.250.72.164,10.215.173.1,132,64,0,46.104,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5412,1685652621.290025000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5413,1685652621.334585000,142.250.72.164,10.215.173.1,132,64,0,44.56,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5414,1685652622.292268000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,23,5,423,-51,-76,-8
5415,1685652622.333423000,142.250.72.164,10.215.173.1,132,64,0,41.155,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5416,1685652623.293642000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5417,1685652623.333342000,142.250.72.164,10.215.173.1,132,64,0,39.7,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5418,1685652624.295925000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5419,1685652624.350035000,142.250.72.164,10.215.173.1,132,64,0,54.11,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5420,1685652625.297526000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5421,1685652625.333766000,142.250.72.164,10.215.173.1,132,64,0,36.24,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5422,1685652626.298859000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5423,1685652626.344538000,142.250.72.164,10.215.173.1,132,64,0,45.679,40.493834,-111.865850,423,66536,-55,-82,-8,22,5,423,-51,-76,-8
5424,1685652627.300106000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5425,1685652627.344235000,142.250.72.164,10.215.173.1,132,64,0,44.129,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5426,1685652628.302025000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5427,1685652628.344505000,142.250.72.164,10.215.173.1,132,64,0,42.48,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5428,1685652629.303961000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5429,1685652629.344457000,142.250.72.164,10.215.173.1,132,64,0,40.496,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5430,1685652630.305706000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5431,1685652630.344135000,142.250.72.164,10.215.173.1,132,64,0,38.429,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5432,1685652631.307487000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5433,1685652631.345125000,142.250.72.164,10.215.173.1,132,64,0,37.638,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5434,1685652632.308719000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5435,1685652632.356212000,142.250.72.164,10.215.173.1,132,64,0,47.493,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5436,1685652633.310866000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5437,1685652633.354223000,142.250.72.164,10.215.173.1,132,64,0,43.357,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5438,1685652634.312332000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5439,1685652634.354593000,142.250.72.164,10.215.173.1,132,64,0,42.261,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5440,1685652635.313685000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5441,1685652635.354794000,142.250.72.164,10.215.173.1,132,64,0,41.109,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5442,1685652636.315273000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5443,1685652636.354275000,142.250.72.164,10.215.173.1,132,64,0,39.002,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5444,1685652637.316831000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-82,-9,22,5,423,-51,-76,-8
5445,1685652637.354297000,142.250.72.164,10.215.173.1,132,64,0,37.466,40.493834,-111.865850,423,66536,-55,-83,-8,22,5,423,-51,-76,-8
5446,1685652638.317821000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-83,-8,22,5,423,-51,-76,-8
5447,1685652638.353367000,142.250.72.164,10.215.173.1,132,64,0,35.546,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5448,1685652639.319929000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5449,1685652639.364364000,142.250.72.164,10.215.173.1,132,64,0,44.435,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5450,1685652640.321533000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5451,1685652640.365101000,142.250.72.164,10.215.173.1,132,64,0,43.568,40.493834,-111.865850,423,66536,-55,-83,-9,21,5,423,-51,-76,-8
5452,1685652641.324398000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5453,1685652641.364524000,142.250.72.164,10.215.173.1,132,64,0,40.126,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5454,1685652642.325813000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5455,1685652642.363244000,142.250.72.164,10.215.173.1,132,64,0,37.431,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5456,1685652643.327148000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-83,-9,20,5,423,-51,-76,-8
5457,1685652643.364518000,142.250.72.164,10.215.173.1,132,64,0,37.37,40.493834,-111.865850,423,66536,-55,-84,-8,21,5,423,-51,-76,-8
5458,1685652644.328736000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-8,21,5,423,-51,-76,-8
5459,1685652644.374305000,142.250.72.164,10.215.173.1,132,64,0,45.569,40.493834,-111.865850,423,66536,-55,-84,-8,21,5,423,-51,-76,-8
5460,1685652645.330717000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-8,21,5,423,-51,-76,-8
5461,1685652645.374235000,142.250.72.164,10.215.173.1,132,64,0,43.518,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5462,1685652646.331739000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5463,1685652646.374491000,142.250.72.164,10.215.173.1,132,64,0,42.752,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5464,1685652647.332975000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5465,1685652647.374316000,142.250.72.164,10.215.173.1,132,64,0,41.341,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5466,1685652648.333397000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5467,1685652648.374433000,142.250.72.164,10.215.173.1,132,64,0,41.036,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5468,1685652649.335044000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5469,1685652649.374539000,142.250.72.164,10.215.173.1,132,64,0,39.495,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5470,1685652650.336640000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5471,1685652650.374414000,142.250.72.164,10.215.173.1,132,64,0,37.774,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5472,1685652651.338260000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5473,1685652651.376234000,142.250.72.164,10.215.173.1,132,64,0,37.974,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5474,1685652652.339909000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5475,1685652652.384518000,142.250.72.164,10.215.173.1,132,64,0,44.609,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5476,1685652653.341440000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5477,1685652653.384483000,142.250.72.164,10.215.173.1,132,64,0,43.043,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5478,1685652654.343142000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5479,1685652654.388398000,142.250.72.164,10.215.173.1,132,64,0,45.256,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5480,1685652655.344597000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5481,1685652655.383264000,142.250.72.164,10.215.173.1,132,64,0,38.667,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5482,1685652656.346693000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5483,1685652656.384253000,142.250.72.164,10.215.173.1,132,64,0,37.56,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5484,1685652657.348449000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5485,1685652657.384366000,142.250.72.164,10.215.173.1,132,64,0,35.917,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5486,1685652658.349749000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5487,1685652658.394332000,142.250.72.164,10.215.173.1,132,64,0,44.583,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5488,1685652659.350842000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5489,1685652659.393288000,142.250.72.164,10.215.173.1,132,64,0,42.446,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5490,1685652660.351998000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5491,1685652660.393451000,142.250.72.164,10.215.173.1,132,64,0,41.453,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5492,1685652661.353634000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
5493,1685652661.394471000,142.250.72.164,10.215.173.1,132,64,0,40.837,40.493834,-111.865850,423,66536,-55,-84,-9,21,5,423,-51,-76,-8
