Pkt_no,Time,src,dst,length,ttl,Type,RTT,lat,lon,mPci,mEarfcn,rssi,rsrp,rsrq,rssnr,lteLevel,Cell_mPci,Cell_rssi,Cell_rsrp,Cell_rsrq
899,1685650361.011666000,142.250.72.164,10.215.173.1,132,64,0,36.834,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
900,1685650361.974982000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
901,1685650362.011497000,142.250.72.164,10.215.173.1,132,64,0,36.515,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
902,1685650362.975811000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
903,1685650363.015611000,142.250.72.164,10.215.173.1,132,64,0,39.8,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
904,1685650363.976301000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
905,1685650364.020616000,142.250.72.164,10.215.173.1,132,64,0,44.315,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
906,1685650364.977653000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
907,1685650365.023304000,142.250.72.164,10.215.173.1,132,64,0,45.651,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
908,1685650365.977606000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
909,1685650366.021853000,142.250.72.164,10.215.173.1,132,64,0,44.247,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
910,1685650366.979087000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
911,1685650367.020532000,142.250.72.164,10.215.173.1,132,64,0,41.445,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
912,1685650367.979637000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
913,1685650368.020706000,142.250.72.164,10.215.173.1,132,64,0,41.069,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
914,1685650368.981539000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
915,1685650369.021588000,142.250.72.164,10.215.173.1,132,64,0,40.049,40.493834,-111.865850,423,66536,-51,-79,-9,25,5,423,-51,-76,-8
916,1685650369.982068000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
917,1685650370.021817000,142.250.72.164,10.215.173.1,132,64,0,39.749,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
918,1685650370.982929000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
919,1685650371.021708000,142.250.72.164,10.215.173.1,132,64,0,38.779,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
920,1685650371.983220000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
921,1685650372.021510000,142.250.72.164,10.215.173.1,132,64,0,38.29,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
922,1685650372.984077000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
923,1685650373.020513000,142.250.72.164,10.215.173.1,132,64,0,36.436,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
924,1685650373.985069000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
925,1685650374.021472000,142.250.72.164,10.215.173.1,132,64,0,36.403,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
926,1685650374.985572000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
927,1685650375.021596000,142.250.72.164,10.215.173.1,132,64,0,36.024,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
928,1685650375.985880000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
929,1685650376.021352000,142.250.72.164,10.215.173.1,132,64,0,35.472,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
930,1685650376.985830000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
931,1685650377.021442000,142.250.72.164,10.215.173.1,132,64,0,35.612,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
932,1685650377.986608000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
933,1685650378.031596000,142.250.72.164,10.215.173.1,132,64,0,44.988,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
934,1685650378.986956000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
935,1685650379.031523000,142.250.72.164,10.215.173.1,132,64,0,44.567,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
936,1685650379.987543000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
937,1685650380.031388000,142.250.72.164,10.215.173.1,132,64,0,43.845,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
938,1685650380.988632000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
939,1685650381.033503000,142.250.72.164,10.215.173.1,132,64,0,44.871,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
940,1685650381.988062000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
941,1685650382.031686000,142.250.72.164,10.215.173.1,132,64,0,43.624,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
942,1685650382.988365000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
943,1685650383.031471000,142.250.72.164,10.215.173.1,132,64,0,43.106,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
944,1685650383.988571000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
945,1685650384.037387000,142.250.72.164,10.215.173.1,132,64,0,48.816,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
946,1685650384.988986000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
947,1685650385.031512000,142.250.72.164,10.215.173.1,132,64,0,42.526,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
948,1685650385.989797000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
949,1685650386.030195000,142.250.72.164,10.215.173.1,132,64,0,40.398,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
950,1685650386.990571000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
951,1685650387.031678000,142.250.72.164,10.215.173.1,132,64,0,41.107,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
952,1685650387.991479000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
953,1685650388.047342000,142.250.72.164,10.215.173.1,132,64,0,55.863,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
954,1685650388.992043000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
955,1685650389.031501000,142.250.72.164,10.215.173.1,132,64,0,39.458,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
956,1685650389.993652000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
957,1685650390.031473000,142.250.72.164,10.215.173.1,132,64,0,37.821,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
958,1685650390.993888000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
959,1685650391.031432000,142.250.72.164,10.215.173.1,132,64,0,37.544,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
960,1685650391.994398000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
961,1685650392.031412000,142.250.72.164,10.215.173.1,132,64,0,37.014,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
962,1685650392.994967000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
963,1685650393.031384000,142.250.72.164,10.215.173.1,132,64,0,36.417,40.493834,-111.865850,423,66536,-51,-80,-9,25,5,423,-51,-76,-8
964,1685650393.996086000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
965,1685650394.050829000,142.250.72.164,10.215.173.1,132,64,0,54.743,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
966,1685650394.996320000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
967,1685650395.040435000,142.250.72.164,10.215.173.1,132,64,0,44.115,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
968,1685650395.996626000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
969,1685650396.041539000,142.250.72.164,10.215.173.1,132,64,0,44.913,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
970,1685650396.997372000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
971,1685650397.041564000,142.250.72.164,10.215.173.1,132,64,0,44.192,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
972,1685650397.997668000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
973,1685650398.041833000,142.250.72.164,10.215.173.1,132,64,0,44.165,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
974,1685650398.998410000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
975,1685650399.044513000,142.250.72.164,10.215.173.1,132,64,0,46.103,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
976,1685650399.999355000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
977,1685650400.041449000,142.250.72.164,10.215.173.1,132,64,0,42.094,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
978,1685650400.999506000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
979,1685650401.041424000,142.250.72.164,10.215.173.1,132,64,0,41.918,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
980,1685650402.000118000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
981,1685650402.045553000,142.250.72.164,10.215.173.1,132,64,0,45.435,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
982,1685650403.001545000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
983,1685650403.040783000,142.250.72.164,10.215.173.1,132,64,0,39.238,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
984,1685650404.003274000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
985,1685650404.041320000,142.250.72.164,10.215.173.1,132,64,0,38.046,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
986,1685650405.004961000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
987,1685650405.041036000,142.250.72.164,10.215.173.1,132,64,0,36.075,40.493834,-111.865850,423,66536,-53,-80,-9,25,5,423,-51,-76,-8
988,1685650406.006390000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
989,1685650406.050533000,142.250.72.164,10.215.173.1,132,64,0,44.143,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
990,1685650407.007446000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
991,1685650407.051178000,142.250.72.164,10.215.173.1,132,64,0,43.732,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
992,1685650408.008748000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
993,1685650408.055648000,142.250.72.164,10.215.173.1,132,64,0,46.9,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
994,1685650409.010598000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
995,1685650409.050945000,142.250.72.164,10.215.173.1,132,64,0,40.347,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
996,1685650410.012747000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
997,1685650410.051642000,142.250.72.164,10.215.173.1,132,64,0,38.895,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
998,1685650411.014286000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
999,1685650411.051496000,142.250.72.164,10.215.173.1,132,64,0,37.21,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1000,1685650412.014787000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1001,1685650412.051582000,142.250.72.164,10.215.173.1,132,64,0,36.795,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1002,1685650413.016056000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1003,1685650413.060425000,142.250.72.164,10.215.173.1,132,64,0,44.369,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1004,1685650414.017877000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1005,1685650414.060492000,142.250.72.164,10.215.173.1,132,64,0,42.615,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1006,1685650415.019987000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1007,1685650415.061543000,142.250.72.164,10.215.173.1,132,64,0,41.556,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1008,1685650416.021806000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1009,1685650416.061447000,142.250.72.164,10.215.173.1,132,64,0,39.641,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1010,1685650417.023050000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1011,1685650417.072327000,142.250.72.164,10.215.173.1,132,64,0,49.277,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1012,1685650418.024361000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1013,1685650418.068197000,142.250.72.164,10.215.173.1,132,64,0,43.836,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1014,1685650419.025930000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1015,1685650419.073346000,142.250.72.164,10.215.173.1,132,64,0,47.416,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1016,1685650420.027693000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1017,1685650420.078364000,142.250.72.164,10.215.173.1,132,64,0,50.671,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1018,1685650421.028950000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1019,1685650421.071358000,142.250.72.164,10.215.173.1,132,64,0,42.408,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1020,1685650422.030637000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1021,1685650422.072267000,142.250.72.164,10.215.173.1,132,64,0,41.63,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1022,1685650423.032064000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1023,1685650423.077227000,142.250.72.164,10.215.173.1,132,64,0,45.163,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1024,1685650424.033925000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1025,1685650424.071458000,142.250.72.164,10.215.173.1,132,64,0,37.533,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1026,1685650425.035644000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1027,1685650425.070386000,142.250.72.164,10.215.173.1,132,64,0,34.742,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1028,1685650426.038900000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1029,1685650426.081419000,142.250.72.164,10.215.173.1,132,64,0,42.519,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1030,1685650427.040327000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1031,1685650427.103166000,142.250.72.164,10.215.173.1,132,64,0,62.839,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1032,1685650428.042363000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1033,1685650428.081237000,142.250.72.164,10.215.173.1,132,64,0,38.874,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1034,1685650429.043400000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1035,1685650429.081300000,142.250.72.164,10.215.173.1,132,64,0,37.9,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1036,1685650430.044501000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1037,1685650430.081488000,142.250.72.164,10.215.173.1,132,64,0,36.987,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1038,1685650431.046726000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,23,5,423,-51,-76,-8
1039,1685650431.087395000,142.250.72.164,10.215.173.1,132,64,0,40.669,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1040,1685650432.048091000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1041,1685650432.091496000,142.250.72.164,10.215.173.1,132,64,0,43.405,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1042,1685650433.050380000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
1043,1685650433.092572000,142.250.72.164,10.215.173.1,132,64,0,42.192,40.493834,-111.865850,423,66536,-51,-82,-9,24,5,423,-51,-76,-8
1044,1685650434.053182000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-9,24,5,423,-51,-76,-8
1045,1685650434.091350000,142.250.72.164,10.215.173.1,132,64,0,38.168,40.493834,-111.865850,423,66536,-51,-82,-9,24,5,423,-51,-76,-8
1046,1685650435.054338000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-9,24,5,423,-51,-76,-8
1047,1685650435.091774000,142.250.72.164,10.215.173.1,132,64,0,37.436,40.493834,-111.865850,423,66536,-51,-82,-9,24,5,423,-51,-76,-8
1048,1685650436.056176000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1049,1685650436.101607000,142.250.72.164,10.215.173.1,132,64,0,45.431,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1050,1685650437.056701000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1051,1685650437.102308000,142.250.72.164,10.215.173.1,132,64,0,45.607,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1052,1685650438.057837000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1053,1685650438.101539000,142.250.72.164,10.215.173.1,132,64,0,43.702,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1054,1685650439.059159000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1055,1685650439.101558000,142.250.72.164,10.215.173.1,132,64,0,42.399,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1056,1685650440.061583000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1057,1685650440.101619000,142.250.72.164,10.215.173.1,132,64,0,40.036,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1058,1685650441.062984000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1059,1685650441.101455000,142.250.72.164,10.215.173.1,132,64,0,38.471,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1060,1685650442.064593000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-79,-9,24,5,423,-51,-76,-8
1061,1685650442.104597000,142.250.72.164,10.215.173.1,132,64,0,40.004,40.493834,-111.865850,423,66536,-53,-82,-9,23,5,423,-51,-76,-8
1062,1685650443.066352000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,23,5,423,-51,-76,-8
1063,1685650443.110453000,142.250.72.164,10.215.173.1,132,64,0,44.101,40.493834,-111.865850,423,66536,-53,-82,-9,23,5,423,-51,-76,-8
1064,1685650444.067926000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-82,-9,23,5,423,-51,-76,-8
1065,1685650444.113232000,142.250.72.164,10.215.173.1,132,64,0,45.306,40.493834,-111.865850,423,66536,-53,-82,-9,23,5,423,-51,-76,-8
1066,1685650445.069783000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-9,22,5,423,-51,-76,-8
1067,1685650445.112398000,142.250.72.164,10.215.173.1,132,64,0,42.615,40.493834,-111.865850,423,66536,-51,-82,-9,22,5,423,-51,-76,-8
1068,1685650446.071065000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-82,-9,22,5,423,-51,-76,-8
1069,1685650446.111104000,142.250.72.164,10.215.173.1,132,64,0,40.039,40.493834,-111.865850,423,66536,-51,-82,-9,22,5,423,-51,-76,-8
1070,1685650447.072521000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1071,1685650447.111381000,142.250.72.164,10.215.173.1,132,64,0,38.86,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1072,1685650448.074361000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1073,1685650448.111271000,142.250.72.164,10.215.173.1,132,64,0,36.91,40.493834,-111.865850,423,66536,-53,-81,-9,24,5,423,-51,-76,-8
1074,1685650449.076184000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1075,1685650449.126434000,142.250.72.164,10.215.173.1,132,64,0,50.25,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1076,1685650450.077824000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1077,1685650450.121159000,142.250.72.164,10.215.173.1,132,64,0,43.335,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1078,1685650451.079134000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1079,1685650451.121338000,142.250.72.164,10.215.173.1,132,64,0,42.204,40.493834,-111.865850,423,66536,-51,-81,-9,24,5,423,-51,-76,-8
1080,1685650452.081047000,10.215.173.1,142.250.72.164,132,64,8,,40.493834,-111.865850,423,66536,-51,-81,-9,25,5,423,-51,-76,-8
