Time,lat,lon,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,mBands,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
1684943230,40.515026,-111.891471,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-104,-15,1,3,14,413,66536,-71,-96,-17
1684943231,40.514481,-111.891467,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-104,-15,1,3,14,413,66536,-71,-96,-17
1684943233,40.514207,-111.891465,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-104,-15,1,3,14,413,66536,-71,-96,-17
1684943234,40.513656,-111.891462,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-108,-17,-9,2,14,413,66536,-71,-96,-17
1684943236,40.513392,-111.891464,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-108,-17,-9,2,14,413,66536,-71,-96,-17
1684943237,40.512856,-111.891461,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-59,-97,-17,1,2,14,413,66536,-71,-96,-17
1684943238,40.5126,-111.891463,0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-59,-97,-17,1,2,14,413,66536,-71,-96,-17
1684943240,40.512342,-111.891464,0,0,66536,426,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-57,-94,-17,-6,2,14,426,66536,-55,-94,-14
1684943241,40.511811,-111.891463,0,0,66536,426,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-57,-94,-17,-6,2,14,426,66536,-73,-97,-19
1684943243,40.511547,-111.89146,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-61,-95,-17,3,2,14,426,66536,-73,-97,-19
1684943244,40.511008,-111.891457,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-61,-96,-16,5,2,14,426,66536,-73,-97,-19
1684943246,40.510742,-111.891455,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-61,-96,-16,5,2,14,426,66536,-73,-97,-19
1684943247,40.510487,-111.891454,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-61,-96,-16,5,2,14,426,66536,-73,-97,-19
1684943248,40.509975,-111.89145,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-85,-15,7,2,14,426,66536,-73,-97,-19
1684943250,40.509712,-111.891447,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-85,-15,7,2,14,426,66536,-73,-97,-19
1684943251,40.509199,-111.89144,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-57,-90,-15,-2,2,14,426,66536,-73,-97,-19
1684943253,40.508931,-111.891435,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-87,-15,-1,2,14,426,66536,-73,-97,-19
1684943254,40.5084,-111.891424,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-85,-14,3,3,14,426,66536,-73,-97,-19
1684943255,40.508139,-111.891418,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-85,-14,3,3,14,426,66536,-73,-97,-19
1684943257,40.507873,-111.891413,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-71,-14,22,3,14,426,66536,-73,-97,-19
1684943258,40.50733,-111.891402,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-71,-14,22,3,14,426,66536,-73,-97,-19
1684943260,40.507061,-111.891398,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-71,-14,22,3,14,426,66536,-73,-97,-19
1684943261,40.506511,-111.891388,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-76,-14,16,4,14,426,66536,-73,-97,-19
1684943263,40.506236,-111.891383,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-51,-82,-13,8,4,14,426,66536,-73,-97,-19
1684943264,40.505686,-111.891376,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-57,-92,-13,5,4,14,426,66536,-73,-97,-19
1684943265,40.505399,-111.891371,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-57,-92,-13,5,4,14,426,66536,-73,-97,-19
1684943267,40.505119,-111.891367,0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 10000]",[66],-59,-97,-14,2,4,14,427,66536,-61,-97,-16
1684943268,40.504542,-111.891363,0,0,66536,427,66536,[66],-65,-100,-15,8,4,14,427,66536,-61,-97,-16,
1684943270,40.504259,-111.891364,0,0,66536,427,66536,[66],-53,-94,-15,14,4,14,427,66536,-61,-97,-16,
1684943271,40.50371,-111.891364,0,0,66536,427,66536,[66],-57,-90,-15,12,4,14,427,66536,-61,-97,-16,
1684943272,40.503439,-111.891367,0,0,66536,427,66536,[66],-65,-100,-16,6,3,14,427,66536,-61,-97,-16,
1684943274,40.502905,-111.891373,0,0,66536,427,66536,[66],-65,-100,-16,6,3,14,427,66536,-61,-97,-16,
1684943275,40.502644,-111.891379,0,0,66536,427,66536,[66],-55,-90,-15,11,4,14,427,66536,-61,-97,-16,
1684943277,40.502381,-111.891388,0,0,66536,427,66536,[66],-55,-90,-15,11,4,14,427,66536,-61,-97,-16,
1684943278,40.501872,-111.891406,0,0,66536,427,66536,[66],-55,-91,-14,11,4,14,427,66536,-61,-97,-16,
1684943280,40.501622,-111.891415,0,0,66536,427,66536,[66],-55,-91,-14,11,4,14,427,66536,-61,-97,-16,
1684943281,40.501104,-111.891431,0,0,66536,427,66536,[66],-55,-91,-14,11,4,14,427,66536,-61,-97,-16,
1684943282,40.500849,-111.891438,0,0,66536,427,66536,[66],-55,-91,-14,11,4,14,427,66536,-61,-97,-16,
1684943284,40.500322,-111.891451,0,0,66536,427,66536,[66],-51,-84,-14,15,4,14,427,66536,-61,-97,-16,
1684943285,40.500058,-111.891452,0,0,66536,427,66536,[66],-51,-84,-14,15,4,14,427,66536,-61,-97,-16,
1684943287,40.499802,-111.891453,0,0,66536,427,66536,[66],-59,-91,-14,9,4,14,427,66536,-61,-97,-16,
1684943288,40.499293,-111.891457,0,0,66536,427,66536,[66],-59,-91,-14,9,4,14,427,66536,-61,-97,-16,
1684943290,40.499031,-111.891458,0,0,66536,427,66536,[66],-59,-91,-14,9,4,14,427,66536,-61,-97,-16,
1684943291,40.498519,-111.89146,0,0,66536,427,66536,[66],-59,-91,-14,9,4,14,427,66536,-61,-97,-16,
1684943292,40.498255,-111.891458,0,0,66536,427,66536,[66],-59,-91,-14,9,4,14,427,66536,-61,-97,-16,
1684943294,40.497996,-111.891456,0,0,66536,427,66536,[66],-53,-86,-13,15,4,14,427,66536,-61,-97,-16,
1684943295,40.497501,-111.891453,0,0,66536,427,66536,[66],-57,-88,-13,13,4,14,427,66536,-61,-97,-16,
1684943297,40.497255,-111.891453,0,0,66536,427,66536,[66],-57,-92,-13,13,4,14,427,66536,-61,-97,-16,
1684943298,40.496763,-111.891455,0,0,66536,427,66536,[66],-57,-92,-13,13,4,14,427,66536,-61,-97,-16,
1684943300,40.496517,-111.891456,0,0,66536,427,66536,[66],-59,-94,-13,10,4,14,427,66536,-61,-97,-16,
1684943301,40.49601,-111.891453,0,0,66536,427,66536,[66],-59,-94,-13,10,4,14,427,66536,-61,-97,-16,
1684943302,40.495766,-111.891452,0,0,66536,427,66536,[66],-63,-94,-13,7,4,14,427,66536,-61,-97,-16,
1684943304,40.49552,-111.891452,0,0,66536,427,66536,[66],-63,-94,-13,7,4,14,427,66536,-61,-97,-16,
1684943305,40.495023,-111.891456,0,0,66536,427,66536,[66],-63,-94,-13,7,4,14,427,66536,-61,-97,-16,
1684943307,40.494775,-111.891456,0,0,66536,427,66536,[66],-63,-94,-13,7,4,14,427,66536,-61,-97,-16,
1684943308,40.494274,-111.891452,0,0,66536,427,66536,[66],-61,-97,-14,7,4,14,427,66536,-61,-97,-16,
1684943310,40.494016,-111.89145,0,0,66536,427,66536,[66],-61,-97,-15,7,4,14,427,66536,-61,-97,-16,
1684943311,40.49376,-111.891449,0,0,66536,427,66536,[66],-61,-93,-14,9,4,14,427,66536,-61,-97,-16,
1684943312,40.493231,-111.891469,0,0,66536,427,66536,[66],-61,-93,-14,9,4,14,427,66536,-61,-97,-16,
1684943314,40.492967,-111.8915,0,0,66536,427,66536,[66],-61,-93,-14,9,4,14,427,66536,-61,-97,-16,
1684943315,40.492456,-111.891611,0,0,66536,427,66536,[66],-59,-95,-15,9,4,14,427,66536,-61,-97,-16,
1684943317,40.492197,-111.891694,0,0,66536,427,66536,[66],-59,-95,-15,9,4,14,427,66536,-61,-97,-16,
1684943318,40.491946,-111.891791,0,0,66536,427,66536,[66],-55,-89,-14,11,4,14,427,66536,-61,-97,-16,
1684943319,40.491479,-111.892012,0,0,66536,427,66536,[66],-55,-89,-14,11,4,14,427,66536,-61,-97,-16,
1684943321,40.491256,-111.892141,0,0,66536,427,66536,[66],-61,-102,-14,-5,4,14,427,66536,-61,-97,-16,
1684943322,40.490823,-111.89246,0,0,66536,427,66536,[66],-63,-103,-15,-6,3,14,427,66536,-61,-97,-16,
1684943324,40.49061,-111.892644,0,0,66536,427,66536,[66],-57,-94,-15,0,3,14,427,66536,-61,-97,-16,
1684943325,40.490174,-111.893065,0,0,66536,427,66536,[66],-61,-102,-16,-7,2,14,427,66536,-61,-97,-16,
1684943326,40.489959,-111.893289,0,0,66536,427,66536,[66],-63,-101,-16,-4,2,14,427,66536,-61,-97,-16,
1684943328,40.489503,-111.893759,0,0,66536,427,66536,[66],-63,-101,-16,-4,2,14,427,66536,-61,-97,-16,
1684943329,40.489259,-111.894004,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943331,40.489023,-111.89424,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943332,40.488558,-111.894714,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943334,40.488334,-111.894942,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943335,40.487909,-111.89537,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943337,40.487701,-111.89558,0,0,66536,427,66536,[66],-65,-105,-17,-4,1,14,427,66536,-61,-97,-16,
1684943338,40.487306,-111.895998,0,0,66536,427,66536,[66],-59,-95,-18,2,1,14,427,66536,-61,-97,-16,
1684943339,40.48712,-111.896208,0,0,66536,427,66536,[66],-59,-95,-18,2,1,14,427,66536,-61,-97,-16,
1684943341,40.486932,-111.89642,0,0,66536,427,66536,[66],-59,-95,-18,2,1,14,427,66536,-61,-97,-16,
1684943342,40.486572,-111.896815,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-61,-100,-17,0,1,14,427,66536,-61,-106,-20
1684943344,40.486404,-111.897002,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-61,-100,-17,0,1,14,427,66536,-61,-106,-20
1684943345,40.486081,-111.897384,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-63,-108,-17,-11,1,14,1,67086,-75,-105,-19
1684943347,40.485943,-111.897562,0,0,67086,427,67086,"[10000, 20000, 20000, 20000, 5000]",[66],-67,-105,-17,1,2,14,1,67086,-75,-105,-19
1684943348,40.485695,-111.897909,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-67,-100,-17,-3,1,14,1,67086,-73,-102,-17
1684943349,40.485591,-111.898068,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-67,-100,-17,-3,1,14,1,67086,-73,-102,-17
1684943351,40.485498,-111.89821,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-65,-107,-17,-11,1,14,1,67086,-73,-102,-17
1684943352,40.485354,-111.898432,0,0,67086,430,67086,"[10000, 20000, 20000, 20000, 5000]",[66],-65,-107,-17,-11,1,14,1,67086,-75,-99,-15
1684943354,40.485291,-111.898517,0,0,67086,1,67086,"[10000, 20000, 20000, 20000]",[66],-67,-98,-17,0,2,14,1,67086,-65,-97,-13
1684943355,40.485179,-111.89864,0,0,67086,1,67086,"[10000, 20000, 20000, 20000]",[66],-67,-98,-17,0,2,14,1,67086,-65,-97,-13
1684943357,40.485134,-111.898681,0,0,67086,427,67086,[66],-71,-102,-16,1,2,14,1,67086,-71,-113,-20,
1684943358,40.485079,-111.898726,0,0,67086,427,67086,[66],-77,-114,-16,-8,1,14,1,67086,-71,-113,-20,
1684943359,40.485064,-111.898737,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-71,-106,-16,2,2,14,1,67086,-81,-107,-15
1684943361,40.485057,-111.898741,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-71,-106,-16,2,2,14,1,67086,-81,-107,-15
1684943362,40.485051,-111.898744,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-71,-106,-16,2,2,14,1,67086,-77,-101,-12
1684943364,40.485045,-111.898748,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-71,-106,-16,2,2,14,1,67086,-77,-101,-12
1684943365,40.485035,-111.898754,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-69,-100,-14,0,2,14,1,67086,-77,-101,-12
1684943368,40.485036,-111.898754,0,0,67086,46,67086,"[10000, 20000, 5000, 10000]",[66],-69,-100,-14,0,2,14,1,67086,-75,-99,-14
1684943382,40.485032,-111.898756,0,0,67086,1,67086,[66],-71,-100,-14,2,3,14,1,67086,-69,-99,-12,
1684943384,40.485026,-111.89876,0,0,67086,1,67086,[66],-71,-100,-14,2,3,14,1,67086,-69,-99,-12,
1684943385,40.485004,-111.898774,0,0,67086,1,67086,[66],-71,-100,-14,2,3,14,1,67086,-69,-99,-12,
1684943387,40.484987,-111.898784,0,0,67086,1,67086,[66],-71,-101,-13,5,3,14,1,67086,-69,-99,-12,
1684943388,40.484921,-111.89882,0,0,67086,1,67086,[66],-71,-101,-13,5,3,14,1,67086,-69,-104,-16,
1684943390,40.484868,-111.898846,0,0,67086,1,67086,[66],-69,-105,-14,-6,2,14,1,67086,-69,-104,-16,
1684943391,40.48472,-111.898898,0,0,67086,1,67086,[66],-71,-104,-15,-2,2,14,1,67086,-69,-104,-16,
1684943393,40.484632,-111.898916,0,0,67086,1,67086,[66],-71,-104,-15,-2,2,14,1,67086,-67,-106,-20,
1684943394,40.484442,-111.898918,0,0,66536,46,66536,"[20000, 10000, 5000, 10000]",[66],-63,-103,-17,-3,2,14,46,66536,-59,-101,-17
1684943396,40.484345,-111.898903,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-105,-18,-3,1,14,1,5230,-65,-105,-18
1684943397,40.48415,-111.898842,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-105,-18,-3,1,14,1,5230,-65,-105,-18
1684943399,40.48406,-111.898799,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-105,-18,-3,1,14,1,5230,-65,-105,-18
1684943400,40.483882,-111.898688,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-107,-18,-9,1,14,1,5230,-65,-105,-18
1684943402,40.483796,-111.898621,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-107,-18,-9,1,14,1,5230,-65,-105,-18
1684943403,40.483642,-111.898482,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-69,-107,-18,-9,1,14,1,5230,-65,-105,-18
1684943405,40.483563,-111.898403,0,0,5230,1,5230,"[10000, 20000, 20000, 10000, 5000]",[13],-73,-117,-19,-8,1,14,1,5230,-65,-105,-18
1684943406,40.483417,-111.898235,0,0,975,133,975,"[5000, 20000, 20000, 10000, 10000]",-65,-92,-18,1,1,14,133,975,-63,-90,-12,
1684943408,40.483348,-111.89815,0,0,975,133,975,"[5000, 20000, 20000, 10000, 10000]",-61,-93,-17,-3,1,14,133,975,-63,-90,-12,
1684943409,40.483213,-111.897977,0,0,975,344,975,"[5000, 20000, 10000, 20000, 10000]",-67,-95,-16,0,1,14,133,975,-63,-99,-20,
1684943411,40.48315,-111.897897,0,0,975,344,975,"[5000, 20000, 10000, 20000, 10000]",-67,-95,-16,0,1,14,133,975,-63,-99,-20,
1684943412,40.483024,-111.897734,0,0,975,427,975,"[5000, 20000, 20000, 10000, 20000]",-67,-95,-16,0,1,14,427,975,-65,-102,-20,
1684943414,40.482958,-111.89765,0,0,975,427,975,"[5000, 20000, 20000, 10000, 20000]",-69,-102,-17,-6,1,14,427,975,-65,-102,-20,
1684943415,40.482815,-111.897464,0,0,975,427,975,"[5000, 20000, 20000, 10000, 20000]",-69,-102,-17,-6,1,14,427,975,-65,-102,-20,
1684943417,40.482733,-111.897355,0,0,975,317,975,-69,-102,-17,-6,1,14,427,975,-69,-105,-20,,
1684943418,40.482564,-111.897111,0,0,975,341,975,"[5000, 20000, 20000, 20000, 10000]",-69,-102,-17,-6,1,14,341,975,-67,-92,-11,
1684943419,40.482482,-111.896977,0,0,975,341,975,"[5000, 20000, 20000, 20000, 10000]",-65,-107,-18,-14,1,14,341,975,-67,-92,-11,
1684943421,40.482323,-111.896684,0,0,975,433,975,"[5000, 10000, 20000, 10000]",-65,-98,-17,-7,1,14,341,975,-69,-99,-20,
1684943422,40.482251,-111.896537,0,0,975,427,975,-61,-93,-16,-1,1,14,412,975,-59,-97,-20,,
1684943424,40.482183,-111.896383,0,0,975,427,975,-61,-93,-16,-1,1,14,412,975,-59,-97,-20,,
1684943425,40.482075,-111.896045,0,0,975,355,975,"[5000, 20000, 20000, 20000, 10000]",-63,-96,-17,-6,1,14,238,975,-69,-100,-20,
1684943427,40.482036,-111.895866,0,0,975,355,975,"[5000, 20000, 20000, 20000, 10000]",-63,-96,-17,-6,1,14,238,975,-69,-100,-20,
1684943428,40.481985,-111.895481,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-73,-110,-17,0,2,14,1,975,-67,-103,-17,
1684943430,40.481969,-111.895284,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-65,-101,-18,-7,1,14,1,975,-67,-103,-17,
1684943431,40.481964,-111.894895,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-84,-17,9,1,14,1,975,-67,-103,-17,
1684943433,40.481974,-111.8947,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-84,-17,9,1,14,1,975,-67,-103,-17,
1684943434,40.48203,-111.894305,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-63,-99,-17,-8,1,14,1,975,-67,-103,-17,
1684943436,40.482136,-111.893908,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-94,-17,-4,1,14,1,975,-67,-103,-17,
1684943437,40.482205,-111.893711,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-61,-92,-16,-2,1,14,1,975,-67,-103,-17,
1684943439,40.482282,-111.893515,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-61,-92,-16,-2,1,14,1,975,-67,-103,-17,
1684943440,40.482437,-111.893129,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-95,-16,-9,1,14,1,975,-67,-103,-17,
1684943442,40.482515,-111.892933,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-95,-16,-9,1,14,1,975,-67,-103,-17,
1684943443,40.482666,-111.892539,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-99,-17,-8,1,14,1,975,-67,-103,-17,
1684943445,40.482738,-111.892331,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-59,-99,-17,-8,1,14,1,975,-67,-103,-17,
1684943446,40.482862,-111.891901,0,0,975,427,975,-63,-102,-18,-5,1,14,1,975,-63,-100,-20,,
1684943448,40.482917,-111.891681,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-63,-104,-19,-10,1,14,1,66536,-63,-101,-17
1684943449,40.483016,-111.891227,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-63,-104,-19,-10,1,14,1,66536,-63,-101,-17
1684943451,40.483061,-111.891003,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-65,-103,-19,-4,1,14,1,66536,-63,-101,-17
1684943452,40.483159,-111.89055,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-65,-103,-19,-4,1,14,1,66536,-63,-101,-17
1684943454,40.48321,-111.890324,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-65,-103,-19,-4,1,14,1,66536,-63,-101,-17
1684943455,40.483308,-111.889878,0,0,66536,88,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-75,-102,-15
1684943457,40.483357,-111.889655,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-65,-102,-14
1684943458,40.483452,-111.889204,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-65,-102,-14
1684943460,40.4835,-111.888982,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-65,-102,-14
1684943461,40.483602,-111.888528,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-65,-102,-14
1684943463,40.483653,-111.888299,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-63,-103,-18,-7,1,14,403,66536,-65,-102,-14
1684943464,40.483751,-111.887839,0,0,66536,403,66536,"[20000, 20000, 20000, 10000]",[66],-55,-93,-17,0,1,14,427,66536,-57,-93,-16
1684943466,40.483802,-111.887602,0,0,66536,427,66536,"[20000, 10000, 20000, 20000]",[66],-59,-94,-16,-2,2,14,427,66536,-57,-93,-16
1684943467,40.483904,-111.887139,0,0,66536,427,66536,"[20000, 10000, 20000, 20000]",[66],-59,-94,-16,-2,2,14,427,66536,-57,-93,-16
1684943468,40.483953,-111.886903,0,0,66536,427,66536,"[20000, 10000, 20000, 20000]",[66],-59,-99,-17,-4,1,14,427,66536,-57,-93,-16
1684943470,40.484054,-111.886446,0,0,66536,427,66536,"[20000, 10000, 20000, 20000]",[66],-59,-99,-17,-4,1,14,403,66536,-63,-101,-17
1684943471,40.484108,-111.886231,0,0,66536,1,66536,"[20000, 20000, 20000, 10000]",[66],-65,-103,-17,-4,1,14,403,66536,-65,-113,-20
1684943473,40.484168,-111.886025,0,0,66536,88,66536,[66],-65,-102,-17,-3,1,14,88,66536,-65,-100,-16,
1684943474,40.484303,-111.885652,0,0,66536,88,66536,[66],-63,-114,-17,-13,1,14,88,66536,-65,-100,-16,
1684943476,40.484377,-111.885486,0,0,975,1,975,"[5000, 20000, 20000, 10000, 10000]",-63,-114,-17,-13,1,14,1,975,-65,-100,-15,
1684943477,40.484533,-111.885183,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-65,-101,-17,0,1,14,1,975,-67,-110,-20,
1684943479,40.484608,-111.885053,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-65,-101,-17,0,1,14,1,975,-67,-110,-20,
1684943480,40.484739,-111.884855,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-65,-101,-17,0,1,14,1,975,-67,-110,-20,
1684943482,40.484797,-111.884777,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-65,-101,-17,0,1,14,1,975,-67,-110,-20,
1684943483,40.484906,-111.884642,0,0,975,344,975,"[5000, 20000, 20000, 10000, 10000]",-65,-95,-17,-2,2,14,133,975,-71,-98,-18,
1684943485,40.484963,-111.884578,0,0,975,344,975,"[5000, 20000, 20000, 10000, 10000]",-65,-95,-17,-2,2,14,133,975,-71,-98,-18,
1684943486,40.485086,-111.884447,0,0,975,427,975,-61,-90,-16,3,2,14,344,975,-67,-91,-17,,
1684943488,40.485158,-111.884373,0,0,975,427,975,-59,-88,-16,-2,2,14,344,975,-67,-91,-17,,
1684943489,40.48533,-111.884204,0,0,975,403,975,"[5000, 20000, 20000, 10000]",-59,-88,-16,-2,2,14,341,975,-65,-94,-17,
1684943491,40.485423,-111.884115,0,0,975,403,975,"[5000, 20000, 20000, 10000]",-59,-88,-16,-2,2,14,341,975,-65,-94,-17,
1684943492,40.485627,-111.883923,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-53,-88,-17,-1,2,14,427,975,-53,-88,-14,
1684943494,40.485731,-111.883826,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-53,-88,-17,-1,2,14,427,975,-53,-88,-14,
1684943495,40.485949,-111.883628,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-61,-96,-17,-1,2,14,427,975,-53,-88,-14,
1684943497,40.486064,-111.883522,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-53,-83,-17,-1,2,14,427,975,-53,-88,-14,
1684943498,40.486305,-111.883302,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-55,-86,-17,-3,2,14,427,975,-53,-88,-14,
1684943500,40.486427,-111.883187,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-55,-86,-17,-3,2,14,427,975,-53,-88,-14,
1684943501,40.486678,-111.882932,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-55,-86,-17,-3,2,14,427,975,-53,-88,-14,
1684943503,40.486799,-111.882797,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-55,-86,-17,-3,2,14,427,975,-53,-88,-14,
1684943504,40.487029,-111.882483,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-61,-93,-16,-2,2,14,427,975,-53,-88,-14,
1684943506,40.487138,-111.882303,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-84,-16,0,2,14,427,975,-53,-88,-14,
1684943507,40.487322,-111.881918,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-84,-16,0,2,14,427,975,-53,-88,-14,
1684943509,40.487404,-111.881706,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-84,-16,0,2,14,427,975,-53,-88,-14,
1684943510,40.487551,-111.881284,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-84,-16,0,2,14,427,975,-53,-88,-14,
1684943512,40.487623,-111.881074,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-84,-16,0,2,14,427,975,-53,-88,-14,
1684943513,40.487769,-111.880653,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-59,-89,-15,3,2,14,427,975,-53,-88,-14,
1684943515,40.487839,-111.88045,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-67,-100,-15,-3,2,14,427,975,-53,-88,-14,
1684943516,40.487977,-111.880042,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-67,-100,-15,-3,2,14,427,975,-53,-88,-14,
1684943518,40.488044,-111.879845,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-65,-92,-14,4,3,14,427,975,-53,-88,-14,
1684943519,40.488171,-111.879473,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-89,-15,5,3,14,427,975,-53,-88,-14,
1684943521,40.488233,-111.879292,0,0,975,427,975,"[5000, 20000, 20000, 20000, 10000]",-57,-89,-15,5,3,14,427,975,-53,-88,-14,
