Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
938,1684946407.571462000,10.215.173.1,172.217.14.68,132,64,8,,1684946409.654699,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
939,1684946407.610746000,172.217.14.68,10.215.173.1,132,64,0,39.284,1684946409.985968,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
940,1684946408.573721000,10.215.173.1,172.217.14.68,132,64,8,,1684946410.260468,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
941,1684946408.609914000,172.217.14.68,10.215.173.1,132,64,0,36.193,1684946411.5214012,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
942,1684946409.574773000,10.215.173.1,172.217.14.68,132,64,8,,1684946411.926112,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
943,1684946409.621391000,172.217.14.68,10.215.173.1,132,64,0,46.618,1684946412.252268,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
944,1684946410.576122000,10.215.173.1,172.217.14.68,132,64,8,,1684946412.560517,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
945,1684946410.620298000,172.217.14.68,10.215.173.1,132,64,0,44.176,1684946412.9262452,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
946,1684946411.577779000,10.215.173.1,172.217.14.68,132,64,8,,1684946413.262285,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
947,1684946411.619807000,172.217.14.68,10.215.173.1,132,64,0,42.028,1684946414.566613,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
948,1684946412.579663000,10.215.173.1,172.217.14.68,132,64,8,,1684946414.8593762,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
949,1684946412.619026000,172.217.14.68,10.215.173.1,132,64,0,39.363,1684946415.225514,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
950,1684946413.582103000,10.215.173.1,172.217.14.68,132,64,8,,1684946415.54051,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
951,1684946413.620740000,172.217.14.68,10.215.173.1,132,64,0,38.637,1684946415.835932,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
952,1684946414.583182000,10.215.173.1,172.217.14.68,132,64,8,,1684946416.257986,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-10,25,5,423,975,-51,-74,-9
953,1684946414.620147000,172.217.14.68,10.215.173.1,132,64,0,36.965,1684946417.574624,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
954,1684946415.585081000,10.215.173.1,172.217.14.68,132,64,8,,1684946417.832256,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
955,1684946415.629216000,172.217.14.68,10.215.173.1,132,64,0,44.135,1684946418.132489,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
956,1684946416.586673000,10.215.173.1,172.217.14.68,132,64,8,,1684946418.558133,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
957,1684946416.630107000,172.217.14.68,10.215.173.1,132,64,0,43.434,1684946418.8332381,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
958,1684946417.588272000,10.215.173.1,172.217.14.68,132,64,8,,1684946419.1015072,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
959,1684946417.629990000,172.217.14.68,10.215.173.1,132,64,0,41.718,1684946420.550716,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
960,1684946418.589550000,10.215.173.1,172.217.14.68,132,64,8,,1684946420.8623161,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
961,1684946418.629707000,172.217.14.68,10.215.173.1,132,64,0,40.157,1684946421.1912289,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
962,1684946419.591384000,10.215.173.1,172.217.14.68,132,64,8,,1684946421.5809689,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-9
963,1684946419.629998000,172.217.14.68,10.215.173.1,132,64,0,38.614,1684946422.883664,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,24,5,423,975,-51,-74,-8
964,1684946420.593124000,10.215.173.1,172.217.14.68,132,64,8,,1684946423.252144,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
965,1684946420.629093000,172.217.14.68,10.215.173.1,132,64,0,35.969,1684946423.5839748,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
966,1684946421.594782000,10.215.173.1,172.217.14.68,132,64,8,,1684946424.0016901,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
967,1684946421.640828000,172.217.14.68,10.215.173.1,132,64,0,46.046,1684946424.282018,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
968,1684946422.596438000,10.215.173.1,172.217.14.68,132,64,8,,1684946424.614586,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
969,1684946422.639355000,172.217.14.68,10.215.173.1,132,64,0,42.917,1684946426.0058,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
970,1684946423.599385000,10.215.173.1,172.217.14.68,132,64,8,,1684946426.3122199,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
971,1684946423.639943000,172.217.14.68,10.215.173.1,132,64,0,40.558,1684946426.6761951,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
972,1684946424.600260000,10.215.173.1,172.217.14.68,132,64,8,,1684946427.079943,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
973,1684946424.640411000,172.217.14.68,10.215.173.1,132,64,0,40.151,1684946427.4029472,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
974,1684946425.602290000,10.215.173.1,172.217.14.68,132,64,8,,1684946427.735797,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
975,1684946425.640188000,172.217.14.68,10.215.173.1,132,64,0,37.898,1684946429.047147,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
976,1684946426.602621000,10.215.173.1,172.217.14.68,132,64,8,,1684946429.4247732,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
977,1684946426.639263000,172.217.14.68,10.215.173.1,132,64,0,36.642,1684946429.767701,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
978,1684946427.605052000,10.215.173.1,172.217.14.68,132,64,8,,1684946430.100692,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
979,1684946427.649981000,172.217.14.68,10.215.173.1,132,64,0,44.929,1684946430.5228002,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
980,1684946428.605476000,10.215.173.1,172.217.14.68,132,64,8,,1684946430.8508532,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-73,-8
981,1684946428.649142000,172.217.14.68,10.215.173.1,132,64,0,43.666,1684946432.194228,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
982,1684946429.607032000,10.215.173.1,172.217.14.68,132,64,8,,1684946432.5497239,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
983,1684946429.649024000,172.217.14.68,10.215.173.1,132,64,0,41.992,1684946432.857533,"40.493942,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
984,1684946430.608880000,10.215.173.1,172.217.14.68,132,64,8,,1684946433.207635,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
985,1684946430.658064000,172.217.14.68,10.215.173.1,132,64,0,49.184,1684946433.6286669,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
986,1684946431.609544000,10.215.173.1,172.217.14.68,132,64,8,,1684946433.9398699,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
987,1684946431.649199000,172.217.14.68,10.215.173.1,132,64,0,39.655,1684946435.2531,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
988,1684946432.611693000,10.215.173.1,172.217.14.68,132,64,8,,1684946435.556038,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
989,1684946432.649961000,172.217.14.68,10.215.173.1,132,64,0,38.268,1684946435.9478788,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
990,1684946433.613477000,10.215.173.1,172.217.14.68,132,64,8,,1684946436.291808,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-8
991,1684946433.648955000,172.217.14.68,10.215.173.1,132,64,0,35.478,1684946436.604813,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
992,1684946434.615400000,10.215.173.1,172.217.14.68,132,64,8,,1684946437.049597,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
993,1684946434.660276000,172.217.14.68,10.215.173.1,132,64,0,44.876,1684946438.387319,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
994,1684946435.617162000,10.215.173.1,172.217.14.68,132,64,8,,1684946438.695701,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
995,1684946435.659993000,172.217.14.68,10.215.173.1,132,64,0,42.831,1684946439.132308,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
996,1684946436.618422000,10.215.173.1,172.217.14.68,132,64,8,,1684946439.4022112,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
997,1684946436.659849000,172.217.14.68,10.215.173.1,132,64,0,41.427,1684946439.721458,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
998,1684946437.620360000,10.215.173.1,172.217.14.68,132,64,8,,1684946440.120197,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
999,1684946437.660185000,172.217.14.68,10.215.173.1,132,64,0,39.825,1684946441.447992,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1000,1684946438.621608000,10.215.173.1,172.217.14.68,132,64,8,,1684946441.77383,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1001,1684946438.660055000,172.217.14.68,10.215.173.1,132,64,0,38.447,1684946442.099801,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1002,1684946439.623238000,10.215.173.1,172.217.14.68,132,64,8,,1684946442.504897,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1003,1684946439.659790000,172.217.14.68,10.215.173.1,132,64,0,36.552,1684946442.809192,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1004,1684946440.625248000,10.215.173.1,172.217.14.68,132,64,8,,1684946443.126198,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-74,-9,26,5,423,975,-51,-74,-9
1005,1684946440.669118000,172.217.14.68,10.215.173.1,132,64,0,43.87,1684946444.5348392,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1006,1684946441.626864000,10.215.173.1,172.217.14.68,132,64,8,,1684946444.8535,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1007,1684946441.669091000,172.217.14.68,10.215.173.1,132,64,0,42.227,1684946445.176928,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1008,1684946442.629159000,10.215.173.1,172.217.14.68,132,64,8,,1684946445.571989,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1009,1684946442.669110000,172.217.14.68,10.215.173.1,132,64,0,39.951,1684946445.902088,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1010,1684946443.630716000,10.215.173.1,172.217.14.68,132,64,8,,1684946446.188695,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1011,1684946443.670107000,172.217.14.68,10.215.173.1,132,64,0,39.391,1684946446.599882,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-9
1012,1684946444.631629000,10.215.173.1,172.217.14.68,132,64,8,,1684946446.976585,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1013,1684946444.669898000,172.217.14.68,10.215.173.1,132,64,0,38.269,1684946448.3229492,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1014,1684946445.633565000,10.215.173.1,172.217.14.68,132,64,8,,1684946448.585501,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1015,1684946445.671047000,172.217.14.68,10.215.173.1,132,64,0,37.482,1684946449.017974,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1016,1684946446.635650000,10.215.173.1,172.217.14.68,132,64,8,,1684946449.318516,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1017,1684946446.679866000,172.217.14.68,10.215.173.1,132,64,0,44.216,1684946449.640697,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1018,1684946447.638622000,10.215.173.1,172.217.14.68,132,64,8,,1684946450.0662231,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1019,1684946447.692610000,172.217.14.68,10.215.173.1,132,64,0,53.988,1684946451.3969002,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1020,1684946448.639969000,10.215.173.1,172.217.14.68,132,64,8,,1684946451.6957922,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1021,1684946448.678967000,172.217.14.68,10.215.173.1,132,64,0,38.998,1684946452.181088,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1022,1684946449.641117000,10.215.173.1,172.217.14.68,132,64,8,,1684946452.518021,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1023,1684946449.679085000,172.217.14.68,10.215.173.1,132,64,0,37.968,1684946452.857908,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1024,1684946450.642193000,10.215.173.1,172.217.14.68,132,64,8,,1684946453.3050659,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1025,1684946450.680417000,172.217.14.68,10.215.173.1,132,64,0,38.224,1684946454.6104598,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1026,1684946451.643381000,10.215.173.1,172.217.14.68,132,64,8,,1684946454.886077,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1027,1684946451.679355000,172.217.14.68,10.215.173.1,132,64,0,35.974,1684946455.177099,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1028,1684946452.643944000,10.215.173.1,172.217.14.68,132,64,8,,1684946455.5807061,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1029,1684946452.680063000,172.217.14.68,10.215.173.1,132,64,0,36.119,1684946455.9163232,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1030,1684946453.645191000,10.215.173.1,172.217.14.68,132,64,8,,1684946456.2701492,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1031,1684946453.690682000,172.217.14.68,10.215.173.1,132,64,0,45.491,1684946456.669939,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1032,1684946454.647213000,10.215.173.1,172.217.14.68,132,64,8,,1684946457.01283,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1033,1684946454.689995000,172.217.14.68,10.215.173.1,132,64,0,42.782,1684946458.368195,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1034,1684946455.649751000,10.215.173.1,172.217.14.68,132,64,8,,1684946458.759336,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1035,1684946455.689025000,172.217.14.68,10.215.173.1,132,64,0,39.274,1684946459.087044,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1036,1684946456.651269000,10.215.173.1,172.217.14.68,132,64,8,,1684946459.4117708,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1037,1684946456.688746000,172.217.14.68,10.215.173.1,132,64,0,37.477,1684946459.850524,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1038,1684946457.653282000,10.215.173.1,172.217.14.68,132,64,8,,1684946460.149347,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1039,1684946457.689745000,172.217.14.68,10.215.173.1,132,64,0,36.463,1684946461.526772,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-74,-8
1040,1684946458.654050000,10.215.173.1,172.217.14.68,132,64,8,,1684946461.956581,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1041,1684946458.689056000,172.217.14.68,10.215.173.1,132,64,0,35.006,1684946462.348586,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1042,1684946459.655660000,10.215.173.1,172.217.14.68,132,64,8,,1684946462.6970491,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1043,1684946459.699730000,172.217.14.68,10.215.173.1,132,64,0,44.07,1684946463.121084,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1044,1684946460.657235000,10.215.173.1,172.217.14.68,132,64,8,,1684946463.4219258,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1045,1684946460.698758000,172.217.14.68,10.215.173.1,132,64,0,41.523,1684946464.77129,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1046,1684946461.659151000,10.215.173.1,172.217.14.68,132,64,8,,1684946465.2001731,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
1047,1684946461.699853000,172.217.14.68,10.215.173.1,132,64,0,40.702,1684946465.511242,"40.493941,-111.865845",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-75,-9,25,5,423,975,-51,-75,-9
