Pkt_no,Time,src,dst,length,ttl,Type,RTT,lat,lon,mPci,mEarfcn,rssi,rsrp,rsrq,rssnr,lteLevel,Cell_mPci,Cell_rssi,Cell_rsrp,Cell_rsrq
507,1685661389,142.250.176.4,10.215.173.1,132,64,0,43.338,40.489948,-111.93873,2,975,-75,-99,-11,8,4,0,-73,-100,-18
508,1685661390,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
509,1685661390,142.250.176.4,10.215.173.1,132,64,0,42.092,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
510,1685661391,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
511,1685661391,142.250.176.4,10.215.173.1,132,64,0,40.037,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
512,1685661392,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
513,1685661392,142.250.176.4,10.215.173.1,132,64,0,46.477,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
514,1685661393,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
515,1685661393,142.250.176.4,10.215.173.1,132,64,0,38.56,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
516,1685661394,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
517,1685661394,142.250.176.4,10.215.173.1,132,64,0,45.974,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
518,1685661395,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
519,1685661395,142.250.176.4,10.215.173.1,132,64,0,57.96,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
520,1685661396,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
521,1685661396,142.250.176.4,10.215.173.1,132,64,0,42.664,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
522,1685661397,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
523,1685661397,142.250.176.4,10.215.173.1,132,64,0,42.944,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
524,1685661398,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
525,1685661398,142.250.176.4,10.215.173.1,132,64,0,53.994,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
526,1685661399,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
527,1685661399,142.250.176.4,10.215.173.1,132,64,0,39.633,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
528,1685661400,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
529,1685661400,142.250.176.4,10.215.173.1,132,64,0,38.018,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
530,1685661401,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
531,1685661401,142.250.176.4,10.215.173.1,132,64,0,45.3,40.489948,-111.93873,2,975,-67,-94,-11,11,4,0,-73,-100,-18
532,1685661402,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-76,-11,22,4,0,-73,-100,-18
533,1685661402,142.250.176.4,10.215.173.1,132,64,0,57.248,40.489948,-111.93873,2,975,-53,-76,-11,22,4,0,-73,-100,-18
534,1685661403,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-76,-11,22,4,0,-73,-100,-18
535,1685661403,142.250.176.4,10.215.173.1,132,64,0,41.762,40.489948,-111.93873,2,975,-53,-76,-11,22,4,0,-73,-100,-18
536,1685661404,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-87,-11,18,4,0,-73,-100,-18
537,1685661404,142.250.176.4,10.215.173.1,132,64,0,46.283,40.489948,-111.93873,2,975,-57,-87,-11,18,4,0,-73,-100,-18
538,1685661405,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-76,-11,19,4,0,-73,-100,-18
539,1685661405,142.250.176.4,10.215.173.1,132,64,0,44.289,40.489948,-111.93873,2,975,-51,-76,-11,19,4,0,-73,-100,-18
540,1685661406,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-79,-11,20,4,0,-73,-100,-18
541,1685661406,142.250.176.4,10.215.173.1,132,64,0,49.253,40.489948,-111.93873,2,975,-53,-79,-11,20,4,0,-73,-100,-18
542,1685661407,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-79,-11,20,4,0,-73,-100,-18
543,1685661407,142.250.176.4,10.215.173.1,132,64,0,43.929,40.489948,-111.93873,2,975,-53,-79,-11,20,4,0,-73,-100,-18
544,1685661408,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-84,-10,22,5,0,-73,-100,-18
545,1685661408,142.250.176.4,10.215.173.1,132,64,0,43.236,40.489948,-111.93873,2,975,-59,-84,-10,22,5,0,-73,-100,-18
546,1685661409,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-84,-10,22,5,0,-73,-100,-18
547,1685661409,142.250.176.4,10.215.173.1,132,64,0,48.068,40.489948,-111.93873,2,975,-59,-84,-10,22,5,0,-73,-100,-18
548,1685661410,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-84,-10,22,5,0,-73,-100,-18
549,1685661410,142.250.176.4,10.215.173.1,132,64,0,40.892,40.489948,-111.93873,2,975,-57,-82,-11,21,5,0,-73,-100,-18
550,1685661411,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-82,-11,21,5,0,-73,-100,-18
551,1685661411,142.250.176.4,10.215.173.1,132,64,0,37.142,40.489948,-111.93873,2,975,-57,-82,-11,21,5,0,-73,-100,-18
552,1685661412,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-82,-11,21,5,0,-73,-100,-18
553,1685661412,142.250.176.4,10.215.173.1,132,64,0,45.139,40.489948,-111.93873,2,975,-59,-86,-10,21,5,0,-73,-100,-18
554,1685661413,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-86,-10,21,5,0,-73,-100,-18
555,1685661413,142.250.176.4,10.215.173.1,132,64,0,43.854,40.489948,-111.93873,2,975,-59,-88,-10,21,5,0,-73,-100,-18
556,1685661414,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-88,-10,21,5,0,-73,-100,-18
557,1685661414,142.250.176.4,10.215.173.1,132,64,0,42.518,40.489948,-111.93873,2,975,-59,-88,-10,21,5,0,-73,-100,-18
558,1685661415,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-59,-88,-10,21,5,0,-73,-100,-18
559,1685661415,142.250.176.4,10.215.173.1,132,64,0,41.373,40.489948,-111.93873,2,975,-59,-88,-10,21,5,0,-73,-100,-18
560,1685661416,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-92,-10,20,5,0,-73,-100,-18
561,1685661416,142.250.176.4,10.215.173.1,132,64,0,45.799,40.489948,-111.93873,2,975,-65,-92,-10,20,5,0,-73,-100,-18
562,1685661417,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-92,-10,20,5,0,-73,-100,-18
563,1685661417,142.250.176.4,10.215.173.1,132,64,0,58.426,40.489948,-111.93873,2,975,-65,-92,-10,20,5,0,-73,-100,-18
564,1685661418,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-92,-10,20,5,0,-73,-100,-18
565,1685661418,142.250.176.4,10.215.173.1,132,64,0,35.766,40.489948,-111.93873,2,975,-73,-96,-10,9,5,0,-73,-100,-18
566,1685661419,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-73,-96,-10,9,5,0,-73,-100,-18
567,1685661419,142.250.176.4,10.215.173.1,132,64,0,45.55,40.489948,-111.93873,2,975,-73,-96,-10,9,5,0,-73,-100,-18
568,1685661420,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-73,-96,-10,9,5,0,-73,-100,-18
569,1685661420,142.250.176.4,10.215.173.1,132,64,0,42.33,40.489948,-111.93873,2,975,-65,-91,-11,19,5,0,-73,-100,-18
570,1685661421,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-91,-11,19,5,0,-73,-100,-18
571,1685661421,142.250.176.4,10.215.173.1,132,64,0,43.813,40.489948,-111.93873,2,975,-69,-96,-10,18,5,0,-73,-100,-18
572,1685661422,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-69,-96,-10,18,5,0,-73,-100,-18
573,1685661422,142.250.176.4,10.215.173.1,132,64,0,42.581,40.489948,-111.93873,2,975,-69,-96,-10,18,5,0,-73,-100,-18
574,1685661423,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-69,-96,-10,18,5,0,-73,-100,-18
575,1685661423,142.250.176.4,10.215.173.1,132,64,0,39.669,40.489948,-111.93873,2,975,-69,-96,-10,18,5,0,-73,-100,-18
576,1685661424,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-89,-11,16,5,0,-73,-100,-18
577,1685661424,142.250.176.4,10.215.173.1,132,64,0,38.121,40.489948,-111.93873,2,975,-65,-89,-11,16,5,0,-73,-100,-18
578,1685661425,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-89,-11,16,5,0,-73,-100,-18
579,1685661425,142.250.176.4,10.215.173.1,132,64,0,41.015,40.489948,-111.93873,2,975,-65,-89,-11,16,5,0,-73,-100,-18
580,1685661426,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-65,-89,-11,16,5,0,-73,-100,-18
581,1685661426,142.250.176.4,10.215.173.1,132,64,0,55.143,40.489948,-111.93873,2,975,-55,-86,-11,10,5,0,-73,-100,-18
582,1685661427,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-55,-86,-11,10,5,0,-73,-100,-18
583,1685661427,142.250.176.4,10.215.173.1,132,64,0,59.762,40.489948,-111.93873,2,975,-55,-86,-11,10,5,0,-73,-100,-18
584,1685661428,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-55,-86,-11,10,5,0,-73,-100,-18
585,1685661428,142.250.176.4,10.215.173.1,132,64,0,46.212,40.489948,-111.93873,2,975,-51,-79,-12,14,4,0,-73,-100,-18
586,1685661429,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-79,-12,14,4,0,-73,-100,-18
587,1685661429,142.250.176.4,10.215.173.1,132,64,0,41.212,40.489948,-111.93873,2,975,-51,-79,-12,14,4,0,-73,-100,-18
588,1685661430,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-79,-12,14,4,0,-73,-100,-18
589,1685661430,142.250.176.4,10.215.173.1,132,64,0,46.163,40.489948,-111.93873,2,975,-55,-85,-12,12,4,0,-73,-100,-18
590,1685661431,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-55,-85,-12,12,4,0,-73,-100,-18
591,1685661431,142.250.176.4,10.215.173.1,132,64,0,37.65,40.489948,-111.93873,2,975,-55,-85,-12,12,4,0,-73,-100,-18
592,1685661432,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-55,-85,-12,12,4,0,-73,-100,-18
593,1685661432,142.250.176.4,10.215.173.1,132,64,0,34.703,40.489948,-111.93873,2,975,-51,-80,-12,13,4,0,-73,-100,-18
594,1685661433,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-12,13,4,0,-73,-100,-18
595,1685661433,142.250.176.4,10.215.173.1,132,64,0,42.971,40.489948,-111.93873,2,975,-51,-80,-12,13,4,0,-73,-100,-18
596,1685661434,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-12,13,4,0,-73,-100,-18
597,1685661434,142.250.176.4,10.215.173.1,132,64,0,49.036,40.489948,-111.93873,2,975,-51,-80,-12,13,4,0,-73,-100,-18
598,1685661435,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
599,1685661435,142.250.176.4,10.215.173.1,132,64,0,38.062,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
600,1685661436,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
601,1685661436,142.250.176.4,10.215.173.1,132,64,0,36.702,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
602,1685661437,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
603,1685661437,142.250.176.4,10.215.173.1,132,64,0,45.619,40.489948,-111.93873,2,975,-51,-80,-13,16,4,0,-73,-100,-18
604,1685661438,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
605,1685661438,142.250.176.4,10.215.173.1,132,64,0,44.882,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
606,1685661439,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
607,1685661439,142.250.176.4,10.215.173.1,132,64,0,50.626,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
608,1685661440,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
609,1685661440,142.250.176.4,10.215.173.1,132,64,0,40.189,40.489948,-111.93873,2,975,-51,-78,-13,15,5,0,-73,-100,-18
610,1685661441,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
611,1685661441,142.250.176.4,10.215.173.1,132,64,0,37.677,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
612,1685661442,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
613,1685661442,142.250.176.4,10.215.173.1,132,64,0,35.73,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
614,1685661443,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
615,1685661443,142.250.176.4,10.215.173.1,132,64,0,46.193,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
616,1685661444,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
617,1685661444,142.250.176.4,10.215.173.1,132,64,0,43.011,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
618,1685661445,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
619,1685661445,142.250.176.4,10.215.173.1,132,64,0,43.103,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
620,1685661446,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
621,1685661446,142.250.176.4,10.215.173.1,132,64,0,43.938,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
622,1685661447,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
623,1685661447,142.250.176.4,10.215.173.1,132,64,0,48.653,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
624,1685661448,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
625,1685661448,142.250.176.4,10.215.173.1,132,64,0,39.034,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
626,1685661449,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
627,1685661449,142.250.176.4,10.215.173.1,132,64,0,37.075,40.489948,-111.93873,2,975,-51,-78,-12,12,5,0,-73,-100,-18
628,1685661450,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
629,1685661450,142.250.176.4,10.215.173.1,132,64,0,45.24,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
630,1685661451,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
631,1685661451,142.250.176.4,10.215.173.1,132,64,0,44.112,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
632,1685661452,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
633,1685661452,142.250.176.4,10.215.173.1,132,64,0,41.853,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
634,1685661453,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
635,1685661453,142.250.176.4,10.215.173.1,132,64,0,47.853,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
636,1685661454,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
637,1685661454,142.250.176.4,10.215.173.1,132,64,0,41.355,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
638,1685661455,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-80,-11,13,4,0,-73,-100,-18
639,1685661455,142.250.176.4,10.215.173.1,132,64,0,45.429,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
640,1685661456,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
641,1685661456,142.250.176.4,10.215.173.1,132,64,0,45.176,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
642,1685661457,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
643,1685661457,142.250.176.4,10.215.173.1,132,64,0,43.909,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
644,1685661458,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
645,1685661458,142.250.176.4,10.215.173.1,132,64,0,42.725,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
646,1685661459,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
647,1685661459,142.250.176.4,10.215.173.1,132,64,0,39.315,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
648,1685661460,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-74,-11,21,5,0,-73,-100,-18
649,1685661460,142.250.176.4,10.215.173.1,132,64,0,39.124,40.489948,-111.93873,2,975,-53,-77,-11,15,5,0,-73,-100,-18
650,1685661461,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-77,-11,15,5,0,-73,-100,-18
651,1685661461,142.250.176.4,10.215.173.1,132,64,0,36.525,40.489948,-111.93873,2,975,-53,-77,-11,15,5,0,-73,-100,-18
652,1685661462,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-77,-11,15,5,0,-73,-100,-18
653,1685661462,142.250.176.4,10.215.173.1,132,64,0,44.775,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
654,1685661463,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
655,1685661463,142.250.176.4,10.215.173.1,132,64,0,43.833,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
656,1685661464,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
657,1685661464,142.250.176.4,10.215.173.1,132,64,0,41.853,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
658,1685661465,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
659,1685661465,142.250.176.4,10.215.173.1,132,64,0,60.768,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
660,1685661466,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
661,1685661466,142.250.176.4,10.215.173.1,132,64,0,36.864,40.489948,-111.93873,2,975,-51,-77,-11,17,5,0,-73,-100,-18
662,1685661467,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-81,-12,11,5,0,-73,-100,-18
663,1685661467,142.250.176.4,10.215.173.1,132,64,0,45.477,40.489948,-111.93873,2,975,-53,-81,-12,11,5,0,-73,-100,-18
664,1685661468,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-81,-12,11,5,0,-73,-100,-18
665,1685661468,142.250.176.4,10.215.173.1,132,64,0,61.577,40.489948,-111.93873,2,975,-53,-81,-12,11,5,0,-73,-100,-18
666,1685661469,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-81,-12,11,5,0,-73,-100,-18
667,1685661469,142.250.176.4,10.215.173.1,132,64,0,47.693,40.489948,-111.93873,2,975,-53,-83,-12,11,4,0,-73,-100,-18
668,1685661470,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-83,-12,11,4,0,-73,-100,-18
669,1685661470,142.250.176.4,10.215.173.1,132,64,0,39.682,40.489948,-111.93873,2,975,-53,-83,-12,11,4,0,-73,-100,-18
670,1685661471,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-53,-83,-12,11,4,0,-73,-100,-18
671,1685661471,142.250.176.4,10.215.173.1,132,64,0,37.664,40.489948,-111.93873,2,975,-53,-83,-12,11,4,0,-73,-100,-18
672,1685661472,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
673,1685661472,142.250.176.4,10.215.173.1,132,64,0,35.666,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
674,1685661473,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
675,1685661473,142.250.176.4,10.215.173.1,132,64,0,44.028,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
676,1685661474,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
677,1685661474,142.250.176.4,10.215.173.1,132,64,0,42.579,40.489948,-111.93873,2,975,-57,-88,-12,5,4,0,-73,-100,-18
678,1685661475,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
679,1685661475,142.250.176.4,10.215.173.1,132,64,0,49.489,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
680,1685661476,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
681,1685661476,142.250.176.4,10.215.173.1,132,64,0,103.322,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
682,1685661477,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
683,1685661477,142.250.176.4,10.215.173.1,132,64,0,38.452,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
684,1685661478,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
685,1685661478,142.250.176.4,10.215.173.1,132,64,0,36.795,40.489948,-111.93873,2,975,-57,-85,-12,11,4,0,-73,-100,-18
686,1685661479,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-75,-12,15,4,0,-73,-100,-18
687,1685661479,142.250.176.4,10.215.173.1,132,64,0,53.132,40.489948,-111.93873,2,975,-51,-75,-12,15,4,0,-73,-100,-18
688,1685661480,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-75,-12,15,4,0,-73,-100,-18
689,1685661480,142.250.176.4,10.215.173.1,132,64,0,43.959,40.489948,-111.93873,2,975,-51,-75,-12,15,4,0,-73,-100,-18
690,1685661481,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-75,-12,15,4,0,-73,-100,-18
691,1685661481,142.250.176.4,10.215.173.1,132,64,0,42.837,40.489948,-111.93873,2,975,-51,-75,-12,13,4,0,-73,-100,-18
692,1685661482,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-75,-12,13,4,0,-73,-100,-18
693,1685661482,142.250.176.4,10.215.173.1,132,64,0,41.155,40.489948,-111.93873,2,975,-51,-75,-12,13,4,0,-73,-100,-18
694,1685661483,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-75,-12,13,4,0,-73,-100,-18
695,1685661483,142.250.176.4,10.215.173.1,132,64,0,40.05,40.489948,-111.93873,2,975,-51,-78,-12,17,5,0,-73,-100,-18
696,1685661484,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,17,5,0,-73,-100,-18
697,1685661484,142.250.176.4,10.215.173.1,132,64,0,38.115,40.489948,-111.93873,2,975,-51,-78,-12,17,5,0,-73,-100,-18
698,1685661485,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-78,-12,17,5,0,-73,-100,-18
699,1685661485,142.250.176.4,10.215.173.1,132,64,0,46.192,40.489948,-111.93873,2,975,-51,-72,-12,10,5,0,-73,-100,-18
700,1685661486,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-72,-12,10,5,0,-73,-100,-18
701,1685661486,142.250.176.4,10.215.173.1,132,64,0,44.129,40.489948,-111.93873,2,975,-51,-72,-12,10,5,0,-73,-100,-18
702,1685661487,10.215.173.1,142.250.176.4,132,64,8,,40.489948,-111.93873,2,975,-51,-72,-12,10,5,0,-73,-100,-18
703,1685661487,142.250.176.4,10.215.173.1,132,64,0,42.012,40.489948,-111.93873,2,975,-51,-72,-12,6,5,0,-73,-100,-18
