Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,mBands,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
1684941644.781424,"40.503645,-111.885957",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-51,-90,-15,15,4,14,427,66536,-51,-89,-16
1684941646.1575959,"40.503753,-111.885798",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-95,-14,5,4,14,427,66536,-51,-89,-16
1684941647.5024252,"40.503823,-111.885712",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-95,-14,5,4,14,427,66536,-51,-89,-16
1684941648.8543942,"40.503904,-111.885627",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-55,-96,-15,-1,4,14,427,66536,-51,-89,-16
1684941650.276335,"40.504104,-111.885467",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-55,-96,-15,-1,4,14,427,66536,-51,-89,-16
1684941651.646463,"40.504218,-111.885397",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,2,4,14,427,66536,-51,-89,-16
1684941653.006424,"40.504472,-111.885310",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-106,-15,-1,3,14,427,66536,-51,-89,-16
1684941654.4053319,"40.504607,-111.885291",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-106,-15,-1,3,14,427,66536,-51,-89,-16
1684941655.756923,"40.504746,-111.885282",0,0,66536,40,66536,[20000],[66],-67,-105,-16,4,2,14,40,66536,-69,-103,-14
1684941657.099694,"40.505022,-111.885269",0,0,66536,40,66536,[20000],[66],-67,-105,-16,4,2,14,40,66536,-69,-103,-14
1684941658.430151,"40.505161,-111.885266",0,0,66536,40,66536,[20000],[66],-67,-105,-16,4,2,14,40,66536,-69,-103,-14
1684941659.839486,"40.505298,-111.885265",0,0,66536,40,66536,[20000],[66],-67,-105,-16,4,2,14,40,66536,-69,-103,-14
1684941661.2074912,"40.505572,-111.885264",0,0,66536,40,66536,[20000],[66],-67,-105,-16,4,2,14,40,66536,-69,-103,-14
1684941662.57726,"40.505710,-111.885264",0,0,66536,40,66536,[20000],[66],-69,-105,-16,4,3,14,40,66536,-69,-103,-14
1684941664.035244,"40.505990,-111.885262",0,0,66536,40,66536,[20000],[66],-69,-105,-16,4,3,14,40,66536,-69,-103,-14
1684941665.456795,"40.506136,-111.885260",0,0,66536,40,66536,[20000],[66],-69,-105,-16,4,3,14,40,66536,-69,-103,-14
1684941666.917172,"40.506282,-111.885260",0,0,66536,40,66536,[20000],[66],-61,-99,-15,9,3,14,40,66536,-69,-103,-14
1684941668.3426151,"40.506573,-111.885241",0,0,66536,40,66536,[20000],[66],-61,-99,-15,9,3,14,40,66536,-69,-103,-14
1684941669.810814,"40.506716,-111.885221",0,0,66536,40,66536,[20000],[66],-73,-109,-15,1,3,14,40,66536,-69,-103,-14
1684941671.284466,"40.506993,-111.885193",0,0,66536,40,66536,[20000],[66],-65,-98,-15,12,3,14,40,66536,-69,-103,-14
1684941672.785766,"40.507130,-111.885190",0,0,66536,40,66536,[20000],[66],-65,-98,-14,12,4,14,40,66536,-69,-103,-14
1684941674.210468,"40.507382,-111.885186",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-65,-98,-14,12,4,14,40,66536,-69,-103,-14
1684941675.626095,"40.507489,-111.885184",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-65,-98,-14,12,4,14,40,66536,-69,-103,-14
1684941677.116788,"40.507658,-111.885185",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-65,-98,-14,12,4,14,40,66536,-69,-103,-14
1684941678.564482,"40.507713,-111.885186",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-108,-15,6,3,14,40,66536,-69,-103,-14
1684941680.0128992,"40.507768,-111.885188",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-69,-103,-14
1684941681.4916039,"40.507770,-111.885185",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-69,-103,-14
1684941682.9690828,"40.507769,-111.885182",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-69,-103,-14
1684941684.443128,"40.507769,-111.885181",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-69,-103,-14
1684941685.855932,"40.507768,-111.885181",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-67,-102,-15
1684941687.214559,"40.507768,-111.885180",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-14,6,3,14,40,66536,-67,-102,-15
1684941688.755662,"40.507768,-111.885179",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-67,-103,-14,7,3,14,40,66536,-67,-102,-15
1684941690.1953762,"40.507779,-111.885180",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-102,-14,4,3,14,40,66536,-71,-102,-13
1684941691.641899,"40.507806,-111.885182",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-102,-14,4,3,14,40,66536,-71,-102,-13
1684941693.111956,"40.507884,-111.885194",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-108,-15,1,3,14,40,66536,-71,-102,-13
1684941694.5190852,"40.507890,-111.885194",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-108,-15,1,3,14,40,66536,-71,-102,-13
1684941695.965384,"40.507884,-111.885191",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,2,3,14,40,66536,-71,-106,-14
1684941697.458282,"40.507883,-111.885191",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,2,3,14,40,66536,-71,-106,-14
1684941698.873955,"40.507883,-111.885193",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,3,3,14,40,66536,-71,-106,-14
1684941700.320588,"40.507886,-111.885195",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,3,3,14,40,66536,-73,-108,-14
1684941701.868169,"40.507898,-111.885196",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,3,3,14,40,66536,-73,-108,-14
1684941703.319934,"40.507966,-111.885208",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,3,3,14,40,66536,-73,-108,-14
1684941704.739396,"40.508021,-111.885224",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-107,-15,3,3,14,40,66536,-73,-108,-14
1684941706.2674391,"40.508158,-111.885277",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-75,-108,-14,0,3,14,40,66536,-73,-105,-12
1684941707.726033,"40.508239,-111.885313",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-75,-108,-14,0,3,14,40,66536,-73,-105,-12
1684941709.160258,"40.508421,-111.885410",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-75,-108,-14,0,3,14,40,66536,-73,-105,-12
1684941710.6266391,"40.508521,-111.885464",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-75,-108,-14,0,3,14,40,66536,-73,-105,-12
1684941712.0295548,"40.508743,-111.885564",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-105,-14,4,3,14,40,66536,-73,-105,-12
1684941713.528247,"40.508865,-111.885604",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-105,-14,4,3,14,40,66536,-73,-105,-12
1684941714.9552681,"40.509122,-111.885639",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-65,-109,-15,-8,2,14,40,66536,-73,-105,-12
1684941716.375864,"40.509255,-111.885641",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-65,-109,-15,-8,2,14,40,66536,-73,-105,-12
1684941717.910356,"40.509382,-111.885638",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-107,-15,2,2,14,40,66536,-73,-105,-12
1684941719.376052,"40.509634,-111.885633",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-69,-107,-15,2,2,14,40,66536,-73,-105,-12
1684941720.853537,"40.509757,-111.885635",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-109,-16,3,3,14,40,66536,-73,-105,-12
1684941722.322677,"40.510005,-111.885662",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-98,-16,9,3,14,40,66536,-73,-105,-12
1684941723.7831,"40.510132,-111.885693",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-98,-16,9,3,14,40,66536,-73,-105,-12
1684941725.309477,"40.510400,-111.885792",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-98,-16,9,3,14,40,66536,-73,-105,-12
1684941726.707018,"40.510538,-111.885851",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-100,-14,8,4,14,40,66536,-73,-105,-12
1684941728.1786711,"40.510812,-111.885962",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-100,-14,8,4,14,40,66536,-73,-105,-12
1684941729.655932,"40.510947,-111.886016",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-100,-14,8,4,14,40,66536,-73,-105,-12
1684941731.013376,"40.511212,-111.886097",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-71,-100,-14,8,4,14,40,66536,-73,-105,-12
1684941732.435741,"40.511350,-111.886119",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-13,-1,3,14,40,66536,-73,-105,-12
1684941733.909398,"40.511490,-111.886131",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-13,-1,3,14,40,66536,-73,-105,-12
1684941735.33264,"40.511777,-111.886137",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-108,-13,-1,3,14,40,66536,-73,-105,-12
1684941736.7619479,"40.511922,-111.886138",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-73,-115,-15,-7,2,14,40,66536,-73,-105,-12
1684941738.2004302,"40.512217,-111.886138",0,0,66536,40,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-77,-118,-16,-10,1,14,40,66536,-73,-105,-12
1684941739.650113,"40.512361,-111.886137",0,0,66536,412,66536,[20000],[66],-69,-105,-17,7,1,14,412,66536,-69,-101,-12
1684941741.1119602,"40.512651,-111.886129",0,0,66536,412,66536,[20000],[66],-69,-102,-16,7,1,14,412,66536,-69,-101,-12
1684941742.6022022,"40.512792,-111.886126",0,0,66536,412,66536,[20000],[66],-73,-106,-16,2,1,14,412,66536,-69,-101,-12
1684941744.0560489,"40.513073,-111.886117",0,0,66536,412,66536,[20000],[66],-73,-106,-16,2,1,14,412,66536,-69,-101,-12
1684941745.5400681,"40.513208,-111.886111",0,0,66536,412,66536,[20000],[66],-73,-106,-16,2,1,14,412,66536,-69,-101,-12
1684941747.0254269,"40.513468,-111.886105",0,0,66536,412,66536,[20000],[66],-69,-106,-16,-4,2,14,412,66536,-69,-101,-12
1684941748.502808,"40.513594,-111.886106",0,0,66536,40,66536,[20000],[66],-61,-102,-15,8,2,14,40,66536,-67,-101,-13
1684941749.9480598,"40.513828,-111.886105",0,0,66536,40,66536,[20000],[66],-67,-108,-17,-6,2,14,40,66536,-67,-101,-13
1684941751.4416928,"40.513939,-111.886103",0,0,66536,412,66536,[20000],[66],-63,-110,-17,11,2,14,412,66536,-63,-96,-12
1684941752.884762,"40.514048,-111.886102",0,0,66536,412,66536,[20000],[66],-57,-94,-17,13,2,14,412,66536,-63,-96,-12
1684941754.326668,"40.514267,-111.886118",0,0,66536,412,66536,[20000],[66],-57,-94,-17,13,2,14,412,66536,-63,-96,-12
1684941755.760891,"40.514371,-111.886136",0,0,66536,412,66536,[20000],[66],-61,-98,-17,13,3,14,412,66536,-63,-96,-12
1684941757.183389,"40.514546,-111.886188",0,0,66536,412,66536,[20000],[66],-61,-98,-17,13,3,14,412,66536,-63,-96,-12
1684941758.714284,"40.514606,-111.886225",0,0,66536,412,66536,[20000],[66],-63,-100,-17,10,4,14,412,66536,-63,-96,-12
1684941760.160474,"40.514671,-111.886348",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-63,-100,-17,10,4,14,412,66536,-63,-96,-12
1684941761.586494,"40.514677,-111.886441",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-71,-110,-16,2,4,14,412,66536,-63,-96,-12
1684941763.0145888,"40.514640,-111.886668",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-69,-107,-16,7,4,14,412,66536,-63,-96,-12
1684941764.472994,"40.514614,-111.886798",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-69,-107,-16,7,4,14,412,66536,-63,-96,-12
1684941765.926177,"40.514589,-111.886932",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-75,-114,-17,-2,4,14,412,66536,-63,-96,-12
1684941767.380594,"40.514562,-111.887213",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-111,-17,2,3,14,412,66536,-63,-96,-12
1684941768.834411,"40.514561,-111.887361",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-110,-17,2,3,14,412,66536,-63,-96,-12
1684941770.290487,"40.514564,-111.887654",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-110,-17,2,3,14,412,66536,-63,-96,-12
1684941771.819647,"40.514565,-111.887801",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-110,-17,2,3,14,412,66536,-63,-96,-12
1684941773.26623,"40.514570,-111.888111",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-110,-17,2,3,14,412,66536,-63,-96,-12
1684941774.757726,"40.514571,-111.888265",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-77,-113,-17,0,3,14,412,66536,-63,-96,-12
1684941776.177984,"40.514572,-111.888590",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-75,-116,-17,-5,2,14,412,66536,-63,-96,-12
1684941777.64016,"40.514572,-111.888758",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-75,-116,-17,-5,2,14,412,66536,-63,-96,-12
1684941779.1119528,"40.514571,-111.889106",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-71,-113,-17,-5,2,14,412,66536,-63,-96,-12
1684941780.603921,"40.514570,-111.889289",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-79,-122,-18,-8,1,14,412,66536,-63,-96,-12
1684941782.051716,"40.514569,-111.889641",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-79,-122,-18,-8,1,14,412,66536,-63,-96,-12
1684941783.510126,"40.514567,-111.889809",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-77,-116,-18,-3,1,14,412,66536,-63,-96,-12
1684941784.946404,"40.514569,-111.889970",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-109,-19,-2,1,14,412,66536,-63,-96,-12
1684941786.384694,"40.514576,-111.890251",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-109,-19,-2,1,14,412,66536,-63,-96,-12
1684941787.844648,"40.514579,-111.890363",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-112,-19,-2,1,14,412,66536,-63,-96,-12
1684941789.268244,"40.514587,-111.890516",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-112,-19,-2,1,14,412,66536,-63,-96,-12
1684941790.834147,"40.514597,-111.890559",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-73,-112,-19,-2,1,14,412,66536,-63,-96,-12
1684941792.243623,"40.514656,-111.890627",0,0,66536,412,66536,"[20000, 10000, 5000, 10000]",[66],-65,-105,-19,4,2,14,427,66536,-61,-97,-14
1684941793.661576,"40.514713,-111.890646",0,0,66536,427,66536,[20000],[66],-65,-105,-19,4,2,14,427,66536,-61,-97,-14
1684941795.144185,"40.514869,-111.890648",0,0,66536,427,66536,[20000],[66],-63,-98,-18,2,2,14,427,66536,-61,-97,-14
1684941796.5944161,"40.514968,-111.890646",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-98,-18,6,2,14,427,66536,-61,-97,-14
1684941798.05733,"40.515195,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-98,-18,6,2,14,427,66536,-61,-97,-14
1684941799.557513,"40.515316,-111.890644",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-59,-97,-17,9,2,14,427,66536,-61,-97,-14
1684941800.9755409,"40.515587,-111.890647",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-97,-17,7,3,14,427,66536,-61,-97,-14
1684941802.427907,"40.515727,-111.890646",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-61,-97,-17,7,3,14,427,66536,-61,-97,-14
1684941803.9111521,"40.515869,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-98,-16,4,3,14,427,66536,-61,-97,-14
1684941805.353556,"40.516166,-111.890646",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-96,-15,7,4,14,427,66536,-61,-97,-14
1684941806.77359,"40.516316,-111.890647",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-96,-15,7,4,14,427,66536,-61,-97,-14
1684941808.265399,"40.516624,-111.890646",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-96,-15,7,4,14,427,66536,-61,-97,-14
1684941809.641196,"40.516782,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-96,-15,7,4,14,427,66536,-61,-97,-14
1684941811.090962,"40.517093,-111.890643",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-96,-15,7,4,14,427,66536,-61,-97,-14
1684941812.551521,"40.517252,-111.890644",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-67,-102,-14,-1,4,14,427,66536,-61,-97,-14
1684941813.9847,"40.517567,-111.890644",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-98,-14,1,3,14,427,66536,-61,-97,-14
1684941815.464056,"40.517726,-111.890644",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-98,-14,1,3,14,427,66536,-61,-97,-14
1684941816.963348,"40.518043,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-100,-15,-2,3,14,427,66536,-61,-97,-14
1684941818.386035,"40.518203,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-100,-15,-2,3,14,427,66536,-61,-97,-14
1684941819.884755,"40.518366,-111.890645",0,0,66536,427,66536,"[20000, 20000, 20000, 20000, 5000]",[66],-63,-104,-15,-11,2,14,427,66536,-61,-97,-14
1684941821.268321,"40.518698,-111.890647",0,0,66536,412,66536,[66],-61,-101,-16,-4,1,14,427,66536,-73,-101,-19
1684941822.765615,"40.518861,-111.890649",0,0,66536,412,66536,[66],-63,-103,-17,-3,1,14,427,66536,-73,-101,-19
1684941824.2112699,"40.519187,-111.890649",0,0,66536,427,66536,[20000],[66],-63,-103,-17,-3,1,14,427,66536,-59,-97,-16
1684941825.597239,"40.519353,-111.890647",0,0,66536,427,66536,[20000],[66],-63,-103,-17,-3,1,14,427,66536,-59,-97,-16
1684941827.021912,"40.519677,-111.890646",0,0,66536,427,66536,[20000],[66],-63,-103,-17,-3,1,14,427,66536,-59,-97,-16
1684941828.499142,"40.519839,-111.890645",0,0,66536,427,66536,[20000],[66],-61,-98,-17,-2,2,14,427,66536,-59,-97,-16
1684941829.942762,"40.520150,-111.890639",0,0,66536,427,66536,[20000],[66],-61,-98,-17,-2,2,14,427,66536,-59,-97,-16
1684941831.389477,"40.520308,-111.890637",0,0,66536,427,66536,[20000],[66],-59,-99,-17,-7,2,14,427,66536,-59,-97,-16
1684941832.8898282,"40.520465,-111.890636",0,0,66536,413,66536,[20000],[66],-59,-99,-17,-7,2,14,413,66536,-55,-95,-18
1684941834.338774,"40.520782,-111.890635",0,0,66536,413,66536,[20000],[66],-59,-99,-17,-7,2,14,413,66536,-55,-95,-18
1684941835.777291,"40.520941,-111.890635",0,0,66536,413,66536,[20000],[66],-59,-99,-17,-7,2,14,413,66536,-55,-95,-18
1684941837.257154,"40.521259,-111.890632",0,0,66536,413,66536,[20000],[66],-59,-99,-17,-7,2,14,413,66536,-55,-95,-18
1684941838.741744,"40.521418,-111.890631",0,0,66536,413,66536,[20000],[66],-51,-86,-17,11,2,14,413,66536,-55,-95,-18
1684941840.225516,"40.521731,-111.890629",0,0,66536,413,66536,[20000],[66],-55,-88,-17,11,2,14,413,66536,-55,-95,-18
1684941841.756955,"40.521887,-111.890627",0,0,66536,413,66536,[20000],[66],-55,-88,-17,11,3,14,413,66536,-55,-95,-18
1684941843.1734369,"40.522195,-111.890616",0,0,66536,413,66536,[20000],[66],-51,-85,-16,12,3,14,413,66536,-55,-95,-18
1684941844.630659,"40.522354,-111.890604",0,0,66536,413,66536,[20000],[66],-51,-85,-15,12,4,14,413,66536,-55,-95,-18
1684941846.066883,"40.522670,-111.890571",0,0,66536,413,66536,[20000],[66],-51,-82,-15,14,4,14,413,66536,-55,-95,-18
1684941847.5155442,"40.522828,-111.890551",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-82,-15,14,4,14,413,66536,-55,-95,-18
1684941849.0359948,"40.523143,-111.890510",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-79,-14,18,4,14,413,66536,-55,-95,-18
1684941850.44467,"40.523295,-111.890487",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-85,-14,16,5,14,413,66536,-55,-95,-18
1684941851.875222,"40.523446,-111.890465",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-79,-14,15,5,14,413,66536,-55,-95,-18
1684941853.3646772,"40.523740,-111.890414",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-79,-14,15,5,14,413,66536,-55,-95,-18
1684941854.78214,"40.523881,-111.890374",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-55,-89,-14,16,5,14,413,66536,-55,-95,-18
1684941856.2400398,"40.524149,-111.890248",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-55,-89,-14,16,5,14,413,66536,-55,-95,-18
1684941857.730309,"40.524275,-111.890162",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-81,-14,21,5,14,413,66536,-55,-95,-18
1684941859.181839,"40.524499,-111.889936",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-81,-14,21,5,14,413,66536,-55,-95,-18
1684941860.6378229,"40.524593,-111.889797",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-81,-14,21,5,14,413,66536,-55,-95,-18
1684941862.039283,"40.524740,-111.889508",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-83,-13,20,5,14,413,66536,-55,-95,-18
1684941863.452459,"40.524803,-111.889366",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-83,-13,20,5,14,413,66536,-55,-95,-18
1684941864.87553,"40.524865,-111.889230",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-51,-83,-13,20,5,14,413,66536,-55,-95,-18
1684941866.324587,"40.524985,-111.889003",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-55,-90,-13,6,5,14,413,66536,-55,-95,-18
1684941867.7610939,"40.525050,-111.888908",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-55,-90,-13,6,5,14,413,66536,-55,-95,-18
1684941869.227168,"40.525197,-111.888744",0,0,66536,413,66536,"[20000, 10000, 5000]",[66],-53,-87,-13,5,4,14,413,66536,-55,-95,-18
1684941870.653475,"40.525278,-111.888670",0,0,66536,416,66536,[20000],[66],-51,-78,-13,13,4,14,416,66536,-51,-78,-6
1684941872.02277,"40.525455,-111.888557",0,0,66536,416,66536,[20000],[66],-51,-78,-13,13,4,14,416,66536,-51,-78,-6
1684941873.496964,"40.525554,-111.888521",0,0,66536,416,66536,[20000],[66],-61,-90,-13,11,4,14,416,66536,-51,-78,-6
1684941875.003875,"40.525757,-111.888485",0,0,66536,416,66536,[20000],[66],-59,-87,-12,11,4,14,416,66536,-51,-78,-6
1684941876.457193,"40.525855,-111.888477",0,0,66536,416,66536,[20000],[66],-59,-87,-12,11,4,14,416,66536,-51,-78,-6
1684941877.953171,"40.525952,-111.888471",0,0,66536,416,66536,[20000],[66],-61,-88,-10,13,4,14,416,66536,-51,-78,-6
1684941879.412425,"40.526151,-111.888472",0,0,66536,416,66536,[20000],[66],-57,-86,-10,15,4,14,416,66536,-51,-78,-6
1684941880.868093,"40.526239,-111.888475",0,0,66536,416,66536,[20000],[66],-57,-86,-10,15,4,14,416,66536,-51,-78,-6
1684941882.358408,"40.526403,-111.888479",0,0,66536,416,66536,[20000],[66],-61,-91,-8,9,4,14,416,66536,-51,-78,-6
1684941883.7948642,"40.526487,-111.888478",0,0,66536,416,66536,[20000],[66],-59,-88,-8,12,4,14,416,66536,-51,-78,-6
1684941885.225128,"40.526668,-111.888481",0,0,66536,416,66536,[20000],[66],-59,-88,-8,12,4,14,416,66536,-51,-78,-6
1684941886.789685,"40.526756,-111.888483",0,0,66536,416,66536,[20000],[66],-59,-88,-8,12,4,14,416,66536,-51,-78,-6
1684941888.2692978,"40.526922,-111.888486",0,0,66536,416,66536,[20000],[66],-59,-91,-9,8,4,14,416,66536,-51,-78,-6
1684941889.767174,"40.527012,-111.888485",0,0,66536,416,66536,[20000],[66],-59,-91,-9,8,4,14,416,66536,-51,-78,-6
1684941891.2524889,"40.527180,-111.888486",0,0,66536,416,66536,[20000],[66],-65,-96,-9,5,4,14,416,66536,-51,-78,-6
1684941892.690997,"40.527230,-111.888488",0,0,66536,416,66536,[20000],[66],-65,-96,-9,5,4,14,416,66536,-51,-78,-6
1684941894.1576,"40.527298,-111.888484",0,0,66536,416,66536,[20000],[66],-65,-102,-11,-1,4,14,416,66536,-51,-78,-6
1684941895.622247,"40.527334,-111.888472",0,0,66536,416,66536,[20000],[66],-65,-102,-11,-1,4,14,416,66536,-51,-78,-6
1684941897.0591612,"40.527387,-111.888434",0,0,66536,416,66536,[20000],[66],-67,-97,-11,7,4,14,416,66536,-51,-78,-6
1684941898.5329869,"40.527399,-111.888412",0,0,66536,416,66536,[20000],[66],-67,-97,-11,7,4,14,416,66536,-65,-93,-8
1684941899.989716,"40.527430,-111.888340",0,0,66536,416,66536,[20000],[66],-65,-91,-10,17,4,14,416,66536,-65,-93,-8
